"","County","AEA","District","District.Name","Graduation.Year","Diploma.Count","Private.4.Year.College","Public.4.Year.College","Private.2.Year.College","Community.College","Other.Training","Employment","Homemaker","Military","Unknown"
"1","42",7,"9","AGWSR","2012",51,8,12,24,0,0,4,0,1,2
"2","39",11,"18","Adair-Casey","2012",34,2,7,15,0,4,5,0,1,0
"3","25",11,"27","Adel DeSoto Minburn","2012",94,6,44,25,3,4,7,0,5,0
"4","75",12,"63","Akron Westfield","2012",42,6,18,10,0,1,6,0,1,0
"6","68",15,"81","Albia","2012",74,3,23,41,0,0,6,0,1,0
"7","57",10,"99","Alburnett","2012",52,5,18,27,0,0,2,0,0,0
"9","55",5,"126","Algona","2012",97,11,29,46,0,3,5,0,2,1
"10","3",1,"135","Allamakee","2012",100,19,17,42,0,3,16,0,2,1
"11","12",7,"153","North Butler","2012",43,12,8,16,0,2,5,0,0,0
"12","11",5,"171","Alta","2012",56,11,11,23,0,0,4,0,7,0
"13","85",11,"225","Ames","2012",314,64,150,63,3,1,12,1,2,18
"14","53",10,"234","Anamosa","2012",115,21,27,37,2,1,12,0,6,9
"16","77",11,"261","Ankeny","2012",497,90,181,134,3,5,30,0,7,47
"17","12",7,"279","Aplington-Parkersburg","2012",72,10,13,38,2,0,5,1,3,0
"18","32",5,"333","Armstrong-Ringsted","2012",57,4,21,22,1,1,5,0,2,1
"19","24",12,"355","Ar-We-Va","2012",27,3,5,15,0,0,3,0,1,0
"20","15",13,"387","Atlantic","2012",99,11,22,30,0,4,18,1,5,8
"21","5",11,"414","Audubon","2012",54,6,18,19,0,4,5,0,2,0
"23","78",13,"441","A-H-S-T","2012",34,7,10,10,0,1,5,0,1,0
"24","85",11,"472","Ballard","2012",111,16,38,44,0,0,8,0,2,3
"25","47",12,"504","Battle Creek-Ida Grove","2012",67,11,24,19,2,1,10,0,0,0
"26","50",11,"513","Baxter","2012",35,3,11,15,1,2,1,0,1,1
"27","38",7,"540","BCLUW","2012",53,4,14,18,1,2,3,0,8,3
"28","87",13,"549","Bedford","2012",40,1,19,9,0,1,7,0,0,3
"29","6",10,"576","Belle Plaine","2012",48,5,13,25,0,1,1,0,2,1
"30","49",9,"585","Bellevue","2012",54,8,7,24,0,2,7,0,2,4
"31","99",7,"594","Belmond-Klemme","2012",41,0,8,13,0,0,6,0,0,14
"33","6",10,"609","Benton","2012",124,27,26,52,1,0,17,0,0,1
"34","82",9,"621","Bettendorf","2012",313,36,117,106,1,7,15,0,8,23
"35","90",15,"657","Eddyville-Blakesburg-","2012",71,13,17,35,0,0,5,0,1,0
"36","77",11,"720","Bondurant-Farrar","2012",84,11,14,35,8,2,8,0,6,0
"37","8",11,"729","Boone","2012",186,14,31,73,0,9,19,5,11,24
"38","84",12,"747","Boyden-Hull","2012",39,7,14,11,0,0,7,0,0,0
"39","41",7,"819","West Hancock","2012",37,6,6,19,0,0,5,0,1,0
"40","79",7,"846","Brooklyn-Guernsey-Malcom","2012",39,4,7,23,1,0,1,0,1,2
"41","95",7,"873","North Iowa","2012",46,7,11,18,3,0,6,0,1,0
"42","29",15,"882","Burlington","2012",263,10,41,134,2,11,32,0,15,18
"43","15",13,"914","CAM","2012",32,4,5,11,1,2,8,0,1,0
"44","35",7,"916","CAL","2012",14,1,2,8,0,0,3,0,0,0
"45","23",9,"918","Calamus-Wheatland","2012",42,5,3,21,0,2,7,0,3,1
"46","23",9,"936","Camanche","2012",67,9,9,28,0,3,11,0,3,4
"47","90",15,"977","Cardinal","2012",32,1,1,17,1,3,5,0,0,4
"48","91",11,"981","Carlisle","2012",114,14,21,54,1,0,13,0,10,1
"49","14",11,"999","Carroll","2012",138,22,39,46,1,5,12,0,8,5
"50","7",7,"1044","Cedar Falls","2012",389,42,167,121,2,5,38,0,9,5
"51","57",10,"1053","Cedar Rapids","2012",1035,163,310,362,2,25,51,1,34,87
"52","57",10,"1062","Center Point-Urbana","2012",99,20,25,39,0,5,6,0,4,0
"53","4",15,"1071","Centerville","2012",97,2,10,53,0,6,9,1,7,9
"54","56",15,"1079","Central Lee","2012",80,4,21,42,1,3,5,0,2,2
"55","22",1,"1080","Central","2012",43,8,12,17,0,0,5,0,1,0
"56","23",9,"1082","Central Clinton","2012",114,19,24,47,1,0,6,0,0,17
"57","57",10,"1089","Central City","2012",30,1,6,19,0,1,3,0,0,0
"58","27",13,"1093","Central Decatur","2012",68,10,14,23,0,3,14,1,3,0
"59","60",12,"1095","Central Lyon","2012",50,11,13,7,5,3,9,0,1,1
"60","59",15,"1107","Chariton","2012",93,9,11,37,6,6,19,0,4,1
"61","34",7,"1116","Charles City","2012",138,13,36,50,0,4,15,1,4,15
"62","24",12,"1134","Charter Oak-Ute","2012",22,1,4,12,2,0,2,0,0,1
"63","18",12,"1152","Cherokee","2012",72,15,12,34,0,2,4,0,0,5
"64","73",13,"1197","Clarinda","2012",71,6,14,23,0,6,18,0,3,1
"65","99",5,"1206","Clarion-Goldfield","2012",65,7,15,26,0,4,9,0,1,3
"66","20",13,"1211","Clarke","2012",79,7,13,36,1,1,15,2,1,3
"67","12",7,"1215","Clarksville","2012",27,4,4,16,0,0,2,0,0,1
"68","21",5,"1218","Clay Central-Everly","2012",19,3,3,11,0,0,1,0,0,1
"69","52",10,"1221","Clear Creek Amana","2012",113,9,33,56,0,3,7,1,0,4
"71","17",7,"1233","Clear Lake","2012",127,13,36,63,0,3,11,0,1,0
"72","23",9,"1278","Clinton","2012",222,23,44,105,2,11,29,0,8,0
"73","50",11,"1332","Colfax-Mingo","2012",48,9,10,11,0,5,10,0,0,3
"74","57",10,"1337","College","2012",32,0,0,11,0,0,3,0,0,18
"75","85",11,"1350","Collins-Maxwell","2012",32,7,12,10,0,0,0,0,3,0
"76","85",11,"1359","Colo-NESCO School","2012",34,4,8,15,0,0,1,0,0,6
"77","58",9,"1368","Columbus","2012",55,1,8,29,1,0,13,0,2,1
"78","14",11,"1413","Coon Rapids-Bayard","2012",25,2,6,8,0,1,5,0,3,0
"79","2",13,"1431","Corning","2012",39,5,12,11,0,1,9,0,1,0
"80","41",7,"1449","Corwith-Wesley","2012",21,2,8,8,0,1,2,0,0,0
"81","78",13,"1476","Council Bluffs","2012",628,50,106,205,7,28,55,5,27,145
"82","88",13,"1503","Creston","2012",104,9,29,44,1,0,18,0,2,1
"83","25",11,"1576","Dallas Center-Grimes","2012",139,25,52,44,0,1,12,0,3,2
"84","29",15,"1602","Danville","2012",40,5,4,26,0,1,3,0,1,0
"85","82",9,"1611","Davenport","2012",880,73,199,407,8,37,67,0,35,54
"86","26",15,"1619","Davis County","2012",88,7,24,38,0,10,3,0,3,3
"87","96",1,"1638","Decorah Community","2012",156,58,27,53,0,0,10,0,4,4
"89","24",12,"1701","Denison","2012",196,19,40,96,0,5,29,0,2,5
"90","9",7,"1719","Denver","2012",56,5,23,25,0,0,2,0,1,0
"91","77",11,"1737","Des Moines Independent","2012",1822,176,430,628,37,41,127,6,47,330
"92","80",13,"1782","Diagonal","2012",10,0,2,5,0,1,1,0,0,1
"93","38",7,"1791","Dike-New Hartford","2012",50,4,11,28,0,1,3,0,3,0
"95","31",1,"1863","Dubuque","2012",775,141,159,285,3,13,116,2,27,29
"96","7",7,"1908","Dunkerton","2012",40,3,11,21,0,0,3,0,1,1
"97","43",13,"1917","Boyer Valley","2012",29,5,7,11,0,1,3,0,2,0
"98","16",9,"1926","Durant","2012",57,5,22,19,1,0,6,0,1,3
"99","99",5,"1944","Eagle Grove","2012",44,1,3,26,0,0,5,0,3,6
"100","61",11,"1953","Earlham","2012",32,6,5,16,0,1,3,0,1,0
"101","10",7,"1963","East Buchanan","2012",42,4,15,17,0,0,5,0,1,0
"103","37",5,"1967","East Greene","2012",1,0,0,0,0,0,1,0,0,0
"104","64",7,"1968","East Marshall","2012",67,7,10,32,1,7,8,0,1,1
"105","88",13,"1970","East Union","2012",31,4,2,19,0,1,3,0,2,0
"106","3",1,"1972","Eastern Allamakee","2012",34,3,8,16,2,1,2,0,1,1
"107","97",12,"1975","River Valley","2012",26,2,5,12,2,3,0,0,1,1
"108","28",1,"1989","Edgewood-Colesburg","2012",44,8,9,0,11,2,11,0,3,0
"109","42",7,"2007","Eldora-New Providence","2012",73,2,12,39,0,6,12,0,1,1
"110","83",13,"2016","Elk Horn-Kimballton","2012",30,0,9,14,2,2,0,0,3,0
"111","74",5,"2088","Emmetsburg","2012",53,4,8,35,0,1,2,0,0,3
"112","48",10,"2097","English Valleys","2012",35,1,6,21,0,1,5,0,1,0
"113","73",13,"2113","Essex","2012",16,3,1,10,0,0,1,0,1,0
"114","32",5,"2124","Estherville Lincoln","2012",75,5,22,28,0,4,11,0,0,5
"116","51",15,"2169","Fairfield","2012",124,17,31,50,0,4,5,1,1,15
"117","36",13,"2205","Farragut","2012",39,1,11,12,0,6,0,1,3,5
"118","95",7,"2295","Forest City","2012",88,13,21,34,0,2,14,0,2,2
"119","94",5,"2313","Fort Dodge","2012",247,16,33,135,0,6,31,5,7,14
"120","56",15,"2322","Fort Madison","2012",154,11,29,61,0,3,30,2,14,4
"122","36",13,"2369","Fremont-Mills","2012",41,0,40,0,0,0,0,0,0,1
"123","47",12,"2376","Galva-Holstein","2012",58,9,12,28,2,0,2,0,1,4
"124","41",7,"2403","Garner-Hayfield","2012",84,16,15,38,1,2,7,0,5,0
"125","60",12,"2457","George-Little Rock","2012",29,6,4,13,0,1,4,0,1,0
"126","85",11,"2466","Gilbert","2012",97,14,51,16,0,2,12,0,2,0
"128","38",7,"2502","Gladbrook-Reinbeck","2012",38,8,10,11,0,1,5,0,0,3
"129","65",13,"2511","Glenwood","2012",159,17,44,61,0,4,13,0,9,11
"130","14",11,"2520","Glidden-Ralston","2012",30,5,6,12,0,2,3,1,1,0
"131","74",5,"2556","Graettinger-Terril","2012",20,3,3,10,0,1,2,0,1,0
"132","1",13,"2673","Nodaway Valley","2012",59,6,14,29,0,2,6,0,2,0
"133","86",7,"2682","GMG","2012",23,0,4,15,3,0,0,0,1,0
"134","79",7,"2709","Grinnell-Newburg","2012",137,41,24,42,0,5,5,0,6,14
"135","15",13,"2718","Griswold","2012",45,11,7,18,1,0,3,0,3,2
"136","38",7,"2727","Grundy Center","2012",50,4,10,24,0,2,1,0,1,8
"137","39",11,"2754","Guthrie Center","2012",33,1,8,9,1,3,8,0,3,0
"138","22",1,"2763","Clayton Ridge","2012",54,7,6,22,0,0,17,0,1,1
"139","48",10,"2766","H-L-V","2012",21,3,6,8,0,0,2,0,2,0
"141","35",7,"2781","Hampton-Dumont","2012",89,0,32,37,0,0,8,0,4,8
"142","83",13,"2826","Harlan","2012",126,10,47,41,0,8,12,0,6,2
"143","89",15,"2834","Harmony","2012",21,1,5,5,2,0,6,0,1,1
"144","30",5,"2846","Harris-Lake Park","2012",17,6,1,7,0,2,1,0,0,0
"145","71",12,"2862","Hartley-Melvin-Sanborn","2012",49,7,15,17,0,0,8,0,1,1
"146","92",10,"2977","Highland","2012",47,7,2,33,0,0,3,0,1,1
"147","75",12,"2988","Hinton","2012",37,12,12,7,0,1,2,0,3,0
"148","45",1,"3029","Howard-Winneshiek","2012",98,16,33,30,0,4,9,0,3,3
"150","7",7,"3042","Hudson","2012",54,3,23,18,5,0,0,0,2,3
"151","46",5,"3060","Humboldt","2012",94,6,27,46,0,3,6,0,2,4
"152","10",7,"3105","Independence","2012",105,5,28,36,2,0,31,0,2,1
"153","91",11,"3114","Indianola","2012",243,40,67,76,4,7,23,0,9,17
"154","61",11,"3119","Interstate 35","2012",66,12,12,30,0,1,9,0,2,0
"155","52",10,"3141","Iowa City","2012",817,146,329,203,2,11,36,1,16,73
"156","42",7,"3150","Iowa Falls","2012",97,10,19,55,2,0,7,0,2,2
"157","48",10,"3154","Iowa Valley","2012",44,1,11,27,0,1,0,0,0,4
"158","24",13,"3168","IKM-Manning","2012",56,9,17,22,0,5,1,0,1,1
"159","9",7,"3186","Janesville Consolidated","2012",20,5,1,11,0,0,0,0,1,2
"160","37",5,"3195","Jefferson-Scranton","2012",81,11,18,40,1,1,7,0,3,0
"161","10",7,"3204","Jesup","2012",46,10,13,18,0,0,1,0,3,1
"162","77",11,"3231","Johnston","2012",379,60,143,109,2,7,30,0,8,20
"163","56",15,"3312","Keokuk","2012",162,10,38,57,0,11,25,0,7,14
"164","54",15,"3330","Keota","2012",19,1,6,6,0,1,4,0,0,1
"165","75",12,"3348","Kingsley-Pierson","2012",40,9,6,18,1,0,4,0,2,0
"166","63",11,"3375","Knoxville","2012",128,11,26,50,3,2,17,0,8,11
"167","95",7,"3420","Lake Mills","2012",46,4,9,27,0,1,4,0,0,1
"168","27",13,"3465","Lamoni","2012",27,15,1,4,6,0,1,0,0,0
"169","76",5,"3537","Laurens-Marathon","2012",26,3,8,10,0,0,3,0,2,0
"170","97",12,"3555","Lawton-Bronson","2012",46,8,5,22,0,0,2,0,7,2
"171","75",12,"3600","Le Mars","2012",168,14,71,48,0,7,22,0,6,0
"172","87",13,"3609","Lenox","2012",25,1,6,14,0,0,4,0,0,0
"173","78",13,"3645","Lewis Central","2012",211,22,48,93,0,8,15,0,10,15
"174","16",10,"3691","North Cedar","2012",55,10,11,22,2,0,9,0,0,1
"175","57",10,"3715","Linn-Mar","2012",399,60,193,103,4,3,8,0,8,20
"176","57",10,"3744","Lisbon","2012",32,12,5,10,0,0,4,0,1,0
"177","43",13,"3798","Logan-Magnolia","2012",51,12,10,21,0,4,3,0,1,0
"178","52",10,"3816","Lone Tree","2012",41,5,11,21,1,0,3,0,0,0
"179","58",9,"3841","Louisa-Muscatine","2012",62,5,9,27,5,0,10,0,6,0
"181","50",11,"3906","Lynnville-Sully","2012",41,4,7,22,0,1,4,0,1,2
"182","8",11,"3942","Madrid","2012",44,0,15,20,0,1,3,0,3,2
"183","65",13,"3978","East Mills","2012",55,8,8,22,0,1,12,0,4,0
"184","13",5,"4023","Manson Northwest Webster","2012",48,1,19,19,0,0,2,0,3,4
"185","67",12,"4033","Maple Valley-Anthon Oto","2012",54,7,12,25,0,5,4,0,1,0
"186","49",9,"4041","Maquoketa","2012",114,17,18,36,2,1,12,0,10,18
"187","28",1,"4043","Maquoketa Valley","2012",57,12,9,26,0,2,6,0,2,0
"188","18",12,"4068","Marcus-Meriden-Cleghorn","2012",52,5,17,23,1,0,5,0,0,1
"189","57",10,"4086","Marion Independent","2012",174,21,47,66,0,1,16,0,10,13
"190","64",7,"4104","Marshalltown","2012",334,18,57,140,0,0,20,0,7,92
"191","91",11,"4122","Martensdale-St Marys","2012",42,11,10,17,0,1,2,0,1,0
"192","17",7,"4131","Mason City","2012",253,14,60,112,3,8,22,0,7,27
"193","84",12,"4149","MOC-Floyd Valley","2012",102,38,23,24,0,1,7,0,2,7
"194","29",15,"4203","Mediapolis","2012",90,4,26,45,0,3,7,0,5,0
"195","63",11,"4212","Melcher-Dallas","2012",34,7,4,18,0,0,1,0,1,3
"196","53",10,"4269","Midland","2012",33,5,2,12,0,1,12,0,0,1
"197","92",10,"4271","Mid-Prairie","2012",71,10,22,20,0,1,12,0,3,3
"198","43",13,"4356","Missouri Valley","2012",66,11,16,27,0,2,6,0,2,2
"199","22",1,"4419","MFL MarMac","2012",57,8,14,26,1,1,2,0,2,3
"200","79",7,"4437","Montezuma","2012",31,5,9,6,0,4,4,0,3,0
"201","53",10,"4446","Monticello","2012",79,13,27,24,4,0,1,0,2,8
"202","4",15,"4491","Moravia","2012",17,6,2,8,0,0,1,0,0,0
"203","93",13,"4505","Mormon Trail","2012",14,1,0,7,1,1,2,0,0,2
"205","4",15,"4518","Moulton-Udell","2012",23,1,4,11,1,0,4,0,2,0
"206","80",13,"4527","Mount Ayr","2012",40,3,12,14,0,1,9,0,0,1
"207","44",15,"4536","Mount Pleasant","2012",164,15,40,70,0,4,22,0,4,9
"208","57",10,"4554","Mount Vernon","2012",100,28,31,30,0,0,9,0,2,0
"209","20",13,"4572","Murray","2012",29,7,11,7,0,2,0,0,1,1
"210","70",9,"4581","Muscatine","2012",323,42,61,141,1,9,9,0,11,49
"211","19",7,"4599","Nashua-Plainfield","2012",54,5,4,40,0,2,3,0,0,0
"212","85",11,"4617","Nevada","2012",108,13,38,37,0,0,11,0,0,9
"213","11",5,"4644","Newell-Fonda","2012",30,4,7,15,1,0,1,0,2,0
"214","19",1,"4662","New Hampton","2012",97,6,40,28,0,2,17,0,3,1
"215","44",15,"4689","New London","2012",33,2,4,12,0,0,2,0,0,13
"216","50",11,"4725","Newton","2012",209,31,49,88,5,3,18,0,9,6
"217","98",7,"4772","Central Springs","2012",73,5,15,36,1,1,12,0,3,0
"218","23",9,"4773","Northeast","2012",73,9,23,21,5,0,10,2,2,1
"219","33",1,"4774","North Fayette","2012",64,12,17,24,0,4,5,0,1,1
"220","40",5,"4775","Northeast Hamilton","2012",15,0,0,0,0,0,0,0,0,15
"221","62",15,"4776","North Mahaska","2012",40,12,8,16,0,0,3,0,1,0
"222","57",10,"4777","North Linn","2012",47,6,15,20,0,1,4,0,1,0
"224","77",11,"4779","North Polk","2012",86,15,22,33,1,2,8,0,5,0
"225","82",9,"4784","North Scott","2012",223,45,64,81,1,7,17,0,4,4
"226","86",7,"4785","North Tama County","2012",49,11,10,19,0,0,1,0,5,3
"228","98",7,"4788","Northwood-Kensett","2012",45,4,14,25,1,0,1,0,0,0
"229","91",11,"4797","Norwalk","2012",190,31,52,67,0,6,15,0,7,12
"231","33",1,"4869","Oelwein","2012",105,14,12,43,3,0,16,0,6,11
"232","8",11,"4878","Ogden","2012",48,9,13,21,0,0,1,0,1,3
"233","30",5,"4890","Okoboji","2012",72,4,22,26,0,1,15,0,4,0
"235","1",13,"4978","Orient-Macksburg","2012",15,3,3,8,0,1,0,0,0,0
"236","66",7,"4995","Osage","2012",61,5,12,28,1,0,2,0,4,9
"237","62",15,"5013","Oskaloosa","2012",145,33,44,43,0,7,14,0,3,1
"238","90",15,"5049","Ottumwa","2012",312,22,53,136,2,6,34,1,12,46
"239","39",11,"5121","Panorama","2012",57,11,9,24,1,1,3,0,1,7
"240","37",5,"5139","Paton-Churdan","2012",12,1,2,5,0,0,0,0,0,4
"241","50",11,"5160","PCM","2012",69,13,14,25,1,3,3,0,0,10
"242","54",15,"5163","Pekin","2012",46,8,7,31,0,0,0,0,0,0
"243","63",11,"5166","Pella","2012",165,56,38,44,2,3,12,0,3,7
"244","25",11,"5184","Perry","2012",123,7,16,53,0,2,17,0,9,19
"245","82",9,"5250","Pleasant Valley","2012",289,58,115,76,2,4,15,0,8,11
"246","63",11,"5256","Pleasantville","2012",37,10,7,17,0,0,1,0,2,0
"247","76",5,"5283","Pocahontas Area","2012",46,4,10,28,0,0,0,0,1,3
"248","3",1,"5310","Postville","2012",27,0,11,11,0,0,5,0,0,0
"249","94",5,"5325","Prairie Valley","2012",62,2,14,35,0,2,4,0,4,1
"251","49",9,"5337","Preston","2012",29,6,7,9,0,1,4,0,2,0
"252","69",13,"5463","Red Oak","2012",86,11,14,36,2,5,11,0,4,3
"253","75",12,"5486","Remsen-Union","2012",28,4,11,9,0,1,0,0,3,0
"254","45",1,"5508","Riceville","2012",18,2,2,11,0,0,1,0,0,2
"255","78",13,"5510","Riverside","2012",42,8,5,23,0,0,5,0,0,1
"256","84",12,"5607","Rock Valley","2012",51,8,16,9,0,6,8,0,2,2
"258","85",11,"5643","Roland-Story","2012",74,11,26,30,0,1,3,0,3,0
"259","34",7,"5697","Rudd-Rockford-Marble Rk","2012",37,0,11,22,0,0,2,1,1,0
"260","74",5,"5724","Ruthven-Ayrshire","2012",16,1,1,6,0,0,8,0,0,0
"261","66",7,"5751","St Ansgar","2012",59,0,15,35,0,0,3,0,0,6
"262","77",11,"5805","Saydel","2012",99,10,22,31,2,4,6,1,5,18
"266","97",12,"5877","Sergeant Bluff-Luton","2012",108,14,44,26,1,2,2,0,11,8
"267","93",15,"5895","Seymour","2012",15,1,1,5,0,1,3,0,1,3
"268","17",7,"5922","West Fork CSD","2012",58,7,5,30,2,0,9,0,1,4
"269","71",12,"5949","Sheldon","2012",70,13,27,21,0,0,6,0,2,1
"270","73",13,"5976","Shenandoah","2012",67,11,20,17,0,3,15,1,0,0
"271","72",12,"5994","Sibley-Ocheyedan","2012",40,5,11,14,0,0,6,0,2,2
"272","36",13,"6003","Sidney","2012",34,2,10,17,0,2,1,1,1,0
"273","54",15,"6012","Sigourney","2012",37,4,8,17,0,0,7,0,1,0
"274","84",12,"6030","Sioux Center","2012",62,20,11,19,1,0,8,1,1,1
"275","11",5,"6035","Sioux Central","2012",35,7,6,11,2,1,4,2,1,1
"276","97",12,"6039","Sioux City","2012",894,83,228,321,10,22,82,5,42,101
"277","13",5,"6091","Southern Cal","2012",74,7,15,28,1,0,10,0,10,3
"278","52",10,"6093","Solon","2012",98,17,42,17,0,2,2,0,1,17
"279","91",11,"6094","Southeast Warren","2012",34,1,8,17,1,1,2,0,1,3
"280","40",5,"6095","South Hamilton","2012",54,8,15,26,0,0,4,0,0,1
"281","94",5,"6096","Southeast Webster Grand","2012",28,4,5,13,0,0,6,0,0,0
"282","73",13,"6097","South Page","2012",15,1,1,8,0,2,1,0,1,1
"283","86",7,"6098","South Tama County","2012",102,6,20,47,0,5,13,0,8,3
"284","71",12,"6099","South O'Brien","2012",56,2,20,24,0,0,7,0,2,1
"285","96",1,"6100","South Winneshiek","2012",61,10,9,22,0,0,2,0,0,18
"286","77",11,"6101","Southeast Polk","2012",387,58,96,154,2,8,21,0,17,31
"287","21",5,"6102","Spencer","2012",131,19,33,58,1,1,7,0,5,7
"288","30",5,"6120","Spirit Lake","2012",100,19,30,32,0,1,17,0,1,0
"289","57",10,"6138","Springville","2012",26,3,7,9,0,1,3,0,2,1
"290","69",13,"6165","Stanton","2012",21,4,3,7,0,4,3,0,0,0
"291","33",1,"6175","Starmont","2012",54,11,14,17,0,0,8,0,3,1
"292","11",5,"6219","Storm Lake","2012",156,31,19,57,1,6,39,1,1,1
"294","39",11,"6264","West Central Valley","2012",56,8,9,25,1,2,6,0,0,5
"295","9",7,"6273","Sumner","2012",58,8,13,28,1,0,8,0,0,0
"296","16",10,"6408","Tipton","2012",62,10,13,23,0,4,8,0,1,3
"298","78",13,"6453","Treynor","2012",59,8,23,25,0,1,0,0,2,0
"299","78",13,"6460","Tri-Center","2012",66,13,19,23,0,3,5,0,3,0
"300","54",15,"6462","Tri-County","2012",18,1,5,9,0,0,1,0,2,0
"301","9",7,"6471","Tripoli","2012",35,8,10,10,1,3,0,0,1,2
"302","96",1,"6509","Turkey Valley","2012",48,2,17,17,0,0,11,0,1,0
"303","63",11,"6512","Twin Cedars","2012",40,4,3,19,1,2,11,0,0,0
"305","78",13,"6534","Underwood","2012",63,6,15,35,0,0,3,0,4,0
"306","7",7,"6536","Union","2012",92,8,20,45,0,2,8,0,4,5
"308","77",11,"6579","Urbandale","2012",277,44,92,100,0,7,16,0,10,8
"309","33",1,"6591","Valley","2012",45,8,17,15,0,0,0,0,4,1
"310","89",15,"6592","Van Buren","2012",33,2,7,16,0,0,0,0,2,6
"311","25",11,"6615","Van Meter","2012",44,9,17,11,0,2,2,0,0,3
"313","69",13,"6651","Villisca","2012",27,2,8,12,0,0,3,0,1,1
"314","6",10,"6660","Vinton-Shellsburg","2012",120,13,21,46,1,1,19,1,6,12
"315","44",15,"6700","Waco","2012",34,3,7,18,2,0,1,0,2,1
"316","81",5,"6741","East Sac County","2012",63,3,13,28,4,0,14,1,0,0
"317","78",13,"6750","Walnut","2012",11,0,1,8,0,0,1,0,1,0
"318","58",15,"6759","Wapello","2012",57,4,11,28,0,2,7,1,3,1
"319","9",7,"6762","Wapsie Valley","2012",42,10,11,17,0,0,4,0,0,0
"320","92",10,"6768","Washington","2012",117,6,37,42,0,5,10,0,8,9
"321","7",7,"6795","Waterloo","2012",558,26,160,165,10,10,23,3,26,135
"322","25",11,"6822","Waukee","2012",379,55,186,75,9,4,39,0,9,2
"323","9",7,"6840","Waverly-Shell Rock","2012",172,39,50,61,1,3,11,0,6,1
"324","93",15,"6854","Wayne","2012",38,5,5,12,0,1,14,0,1,0
"325","40",5,"6867","Webster City","2012",130,9,24,68,1,0,25,0,3,0
"326","74",5,"6921","West Bend-Mallard","2012",28,1,6,13,1,1,5,0,0,1
"327","16",10,"6930","West Branch","2012",65,13,22,21,0,0,5,0,3,1
"328","29",15,"6937","West Burlington Ind","2012",42,3,8,27,0,1,3,0,0,0
"329","33",1,"6943","West Central","2012",23,10,4,7,1,0,0,0,0,1
"330","28",1,"6950","West Delaware County","2012",129,20,37,37,1,1,13,0,2,18
"331","77",11,"6957","West Des Moines","2012",638,83,292,174,4,16,34,0,17,18
"332","31",1,"6961","Western Dubuque","2012",282,52,92,79,0,5,8,0,3,43
"333","43",13,"6969","West Harrison","2012",42,3,11,17,0,1,8,0,1,1
"334","70",9,"6975","West Liberty","2012",77,8,17,38,2,1,8,0,3,0
"335","60",12,"6983","West Lyon","2012",45,6,12,16,0,0,4,0,4,3
"336","64",7,"6985","West Marshall","2012",68,5,13,39,0,2,8,0,1,0
"337","67",12,"6987","West Monona","2012",48,4,8,25,0,2,3,0,4,2
"338","84",12,"6990","West Sioux","2012",47,6,14,15,0,0,9,0,3,0
"339","97",12,"6992","Westwood","2012",54,5,14,24,0,1,7,0,1,2
"340","67",12,"7002","Whiting","2012",16,0,4,9,0,0,2,0,1,0
"341","48",10,"7029","Williamsburg","2012",87,8,39,33,1,1,5,0,0,0
"342","70",9,"7038","Wilton","2012",59,9,10,34,0,1,4,0,1,0
"343","44",15,"7047","Winfield-Mt Union","2012",28,5,8,11,0,0,2,0,2,0
"344","61",11,"7056","Winterset","2012",99,9,28,44,1,0,10,0,2,5
"346","43",13,"7092","Woodbine","2012",33,10,2,16,0,2,3,0,0,0
"347","97",12,"7098","Woodbury Central","2012",46,14,17,11,0,0,0,0,3,1
"348","25",11,"7110","Woodward-Granger","2012",56,13,13,18,0,2,4,0,0,6
"349","42",7,"9","AGWSR","2013",48,5,11,29,0,0,2,0,0,1
"350","39",11,"18","Adair-Casey","2013",23,6,7,7,0,1,1,0,1,0
"351","25",11,"27","Adel DeSoto Minburn","2013",110,20,38,33,0,4,11,0,1,3
"352","75",12,"63","Akron Westfield","2013",39,3,27,6,0,1,2,0,0,0
"354","68",15,"81","Albia","2013",91,5,19,52,0,2,5,0,2,6
"355","57",10,"99","Alburnett","2013",50,0,26,16,0,1,4,0,3,0
"357","55",5,"126","Algona","2013",97,9,24,44,0,0,10,0,2,8
"358","3",1,"135","Allamakee","2013",92,7,25,32,1,1,24,0,2,0
"359","12",7,"153","North Butler","2013",42,6,6,21,0,2,6,0,1,0
"360","11",5,"171","Alta","2013",43,9,9,17,1,0,1,0,1,5
"361","85",11,"225","Ames","2013",309,49,154,76,2,7,16,1,4,0
"362","53",10,"234","Anamosa","2013",91,10,8,47,1,3,14,0,2,6
"364","77",11,"261","Ankeny","2013",580,73,257,165,11,2,40,1,16,15
"365","12",7,"279","Aplington-Parkersburg","2013",57,5,14,26,0,2,5,0,3,2
"366","32",5,"333","Armstrong-Ringsted","2013",55,2,19,25,0,0,8,0,1,0
"367","24",12,"355","Ar-We-Va","2013",15,2,4,7,1,0,0,0,1,0
"368","15",13,"387","Atlantic","2013",97,14,26,27,0,5,9,2,6,8
"369","5",11,"414","Audubon","2013",42,3,15,14,0,1,4,0,5,0
"371","78",13,"441","A-H-S-T","2013",34,6,11,8,0,2,6,0,1,0
"372","85",11,"472","Ballard","2013",109,15,29,51,4,0,6,1,3,0
"373","47",12,"504","Battle Creek-Ida Grove","2013",77,17,11,31,0,5,6,1,5,1
"374","50",11,"513","Baxter","2013",32,8,7,15,0,0,1,0,1,0
"375","38",7,"540","BCLUW","2013",49,5,11,28,0,1,2,0,1,1
