"","Graduating.Class","Fall.Freshman.Year","District","District.Name","Graduates","Total.Cohort","Graduation.Rate","Graduation.Rate.Category"
"2199",2015,2011,2169,"Fairfield",89,102,87.3,"80.1 - 90%"
"2200",2009,2005,6012,"Sigourney",36,57,63.2,"60.1 - 70%"
"2201",2012,2008,3600,"Le Mars",142,146,97.3,"90.1 - 100%"
"2202",2015,2011,234,"Anamosa",83,89,93.3,"90.1 - 100%"
"2203",2014,2010,6453,"Treynor",49,50,98,"90.1 - 100%"
"2204",2010,2006,135,"Allamakee",123,124,99.2,"90.1 - 100%"
"2205",2013,2009,576,"Belle Plaine",47,50,94,"90.1 - 100%"
"2206",2012,2008,4773,"Northeast",55,58,94.8,"90.1 - 100%"
"2207",2012,2008,3420,"Lake Mills",45,47,95.7,"90.1 - 100%"
"2208",2015,2011,4878,"Ogden",63,65,96.9,"90.1 - 100%"
"2209",2013,2009,6100,"South Winneshiek",59,65,90.8,"90.1 - 100%"
"2210",2016,2012,2295,"Forest City",76,79,96.2,"90.1 - 100%"
"2211",2015,2011,882,"Burlington",210,286,73.4,"70.1 - 80%"
"2213",2017,2013,4446,"Monticello",60,68,88.2,"80.1 - 90%"
"2214",2017,2013,5184,"Perry",135,148,91.2,"90.1 - 100%"
"2215",2016,2012,4644,"Newell-Fonda",34,37,91.9,"90.1 - 100%"
"2216",2010,2006,4797,"Norwalk",136,147,92.5,"90.1 - 100%"
"2217",2010,2006,6035,"Sioux Central",51,52,98.1,"90.1 - 100%"
"2218",2012,2008,1963,"East Buchanan",32,33,97,"90.1 - 100%"
"2219",2017,2013,977,"Cardinal",45,48,93.8,"90.1 - 100%"
"2220",2015,2011,977,"Cardinal",51,54,94.4,"90.1 - 100%"
"2221",2010,2006,747,"Boyden-Hull",44,51,86.3,"80.1 - 90%"
"2222",2016,2012,81,"Albia",87,90,96.7,"90.1 - 100%"
"2223",2014,2010,1221,"Clear Creek Amana",98,108,90.7,"90.1 - 100%"
"2224",2016,2012,1602,"Danville",46,48,95.8,"90.1 - 100%"
"2226",2009,2005,2097,"English Valleys",37,42,88.1,"80.1 - 90%"
"2227",2012,2008,3119,"Interstate 35",59,61,96.7,"90.1 - 100%"
"2228",2013,2009,882,"Burlington",217,282,77,"70.1 - 80%"
"2229",2009,2005,1576,"Dallas Center-Grimes",120,125,96,"90.1 - 100%"
"2230",2015,2011,999,"Carroll",100,108,92.6,"90.1 - 100%"
"2231",2015,2011,6098,"South Tama County",104,112,92.9,"90.1 - 100%"
"2232",2009,2005,1970,"East Union",30,33,90.9,"90.1 - 100%"
"2233",2017,2013,7110,"Woodward-Granger",68,73,93.2,"90.1 - 100%"
"2234",2012,2008,3744,"Lisbon",43,44,97.7,"90.1 - 100%"
"2235",2016,2012,1737,"Des Moines Independent",1676,2065,81.2,"80.1 - 90%"
"2236",2015,2011,6759,"Wapello",51,52,98.1,"90.1 - 100%"
"2237",2010,2006,4437,"Montezuma",35,38,92.1,"90.1 - 100%"
"2238",2012,2008,5013,"Oskaloosa",126,149,84.6,"80.1 - 90%"
"2239",2010,2006,81,"Albia",93,98,94.9,"90.1 - 100%"
"2240",2011,2007,18,"Adair-Casey",27,29,93.1,"90.1 - 100%"
"2241",2014,2010,2376,"Galva-Holstein",61,62,98.4,"90.1 - 100%"
"2242",2016,2012,3105,"Independence",95,104,91.4,"90.1 - 100%"
"2243",2013,2009,2766,"H-L-V",21,22,95.5,"90.1 - 100%"
"2244",2011,2007,5607,"Rock Valley",42,47,89.4,"80.1 - 90%"
"2245",2017,2013,1359,"Colo-NESCO",35,36,97.2,"90.1 - 100%"
"2246",2013,2009,2862,"Hartley-Melvin-Sanborn",46,51,90.2,"90.1 - 100%"
"2247",2013,2009,3744,"Lisbon",32,37,86.5,"80.1 - 90%"
"2248",2010,2006,3105,"Independence",116,120,96.7,"90.1 - 100%"
"2249",2012,2008,5751,"St Ansgar",42,43,97.7,"90.1 - 100%"
"2250",2015,2011,4041,"Maquoketa",107,123,87,"80.1 - 90%"
"2251",2010,2006,6094,"Southeast Warren",42,43,97.7,"90.1 - 100%"
"2252",2011,2007,6273,"Sumner",71,74,96,"90.1 - 100%"
"2253",2011,2007,1197,"Clarinda",71,76,93.4,"90.1 - 100%"
"2254",2009,2005,1368,"Columbus",58,76,76.3,"70.1 - 80%"
"2255",2011,2007,6512,"Twin Cedars",32,33,97,"90.1 - 100%"
"2256",2012,2008,5508,"Riceville",26,26,100,"90.1 - 100%"
"2257",2014,2010,3060,"Humboldt",95,109,87.2,"80.1 - 90%"
"2258",2016,2012,2834,"Harmony",15,16,93.8,"90.1 - 100%"
"2259",2016,2012,441,"AHSTW",58,58,100,"90.1 - 100%"
"2260",2013,2009,5256,"Pleasantville",37,40,92.5,"90.1 - 100%"
"2261",2010,2006,5184,"Perry",114,128,89.1,"80.1 - 90%"
"2262",2010,2006,2682,"GMG",35,36,97.2,"90.1 - 100%"
"2263",2013,2009,5994,"Sibley-Ocheyedan",39,46,84.8,"80.1 - 90%"
"2264",2011,2007,6762,"Wapsie Valley",45,45,100,"90.1 - 100%"
"2265",2012,2008,5895,"Seymour",13,13,100,"90.1 - 100%"
"2266",2010,2006,1082,"Central DeWitt",118,130,90.8,"90.1 - 100%"
"2267",2011,2007,6840,"Waverly-Shell Rock",149,164,90.9,"90.1 - 100%"
"2268",2015,2011,355,"Ar-We-Va",14,14,100,"90.1 - 100%"
"2269",2016,2012,6099,"South O'Brien",36,45,80,"70.1 - 80%"
"2270",2011,2007,2772,"Hamburg",14,16,87.5,"80.1 - 90%"
"2271",2017,2013,4779,"North Polk",89,94,94.7,"90.1 - 100%"
"2272",2010,2006,333,"Armstrong-Ringsted",34,34,100,"90.1 - 100%"
"2273",2017,2013,1116,"Charles City",112,122,91.8,"90.1 - 100%"
"2274",2009,2005,4776,"North Mahaska",37,39,94.9,"90.1 - 100%"
"2275",2010,2006,2151,"Exira",27,28,96.4,"90.1 - 100%"
"2276",2009,2005,2511,"Glenwood",146,162,90.1,"90.1 - 100%"
"2277",2011,2007,1908,"Dunkerton",30,34,88.2,"80.1 - 90%"
"2278",2013,2009,3105,"Independence",91,97,93.8,"90.1 - 100%"
"2280",2009,2005,4043,"Maquoketa Valley",63,70,90,"80.1 - 90%"
"2281",2017,2013,4043,"Maquoketa Valley",52,54,96.3,"90.1 - 100%"
"2282",2014,2010,4785,"North Tama County",29,36,80.6,"80.1 - 90%"
"2283",2009,2005,5976,"Shenandoah",67,82,81.7,"80.1 - 90%"
"2284",2010,2006,2772,"Hamburg",27,29,93.1,"90.1 - 100%"
"2285",2011,2007,5163,"Pekin",50,53,94.3,"90.1 - 100%"
"2286",2017,2013,6264,"West Central Valley",58,63,92.1,"90.1 - 100%"
"2287",2013,2009,2295,"Forest City",77,83,92.8,"90.1 - 100%"
"2288",2011,2007,1975,"River Valley",40,41,97.6,"90.1 - 100%"
"2289",2017,2013,2781,"Hampton-Dumont",75,77,97.4,"90.1 - 100%"
"2290",2011,2007,2369,"Fremont-Mills",37,41,90.2,"90.1 - 100%"
"2291",2011,2007,1350,"Collins-Maxwell",48,51,94.1,"90.1 - 100%"
"2292",2016,2012,4995,"Osage",74,75,98.7,"90.1 - 100%"
"2293",2010,2006,2295,"Forest City",89,101,88.1,"80.1 - 90%"
"2294",2016,2012,6961,"Western Dubuque",220,222,99.1,"90.1 - 100%"
"2295",2012,2008,6512,"Twin Cedars",36,39,92.3,"90.1 - 100%"
"2296",2015,2011,6091,"South Central Calhoun",68,71,95.8,"90.1 - 100%"
"2297",2016,2012,6012,"Sigourney",35,40,87.5,"80.1 - 90%"
"2298",2009,2005,4784,"North Scott",195,236,82.6,"80.1 - 90%"
"2299",2009,2005,5823,"Schaller-Crestland",26,30,86.7,"80.1 - 90%"
"2300",2009,2005,1602,"Danville",42,45,93.3,"90.1 - 100%"
"2301",2014,2010,4271,"Mid-Prairie",75,84,89.3,"80.1 - 90%"
"2302",2012,2008,3691,"North Cedar",48,52,92.3,"90.1 - 100%"
"2303",2010,2006,4778,"North Kossuth",35,37,94.6,"90.1 - 100%"
"2304",2011,2007,414,"Audubon",57,61,93.4,"90.1 - 100%"
"2305",2017,2013,6273,"Sumner-Fredericksburg",61,64,95.3,"90.1 - 100%"
"2306",2017,2013,4777,"North Linn",46,48,95.8,"90.1 - 100%"
"2307",2016,2012,5250,"Pleasant Valley",286,296,96.6,"90.1 - 100%"
"2308",2013,2009,3154,"Iowa Valley",44,46,95.7,"90.1 - 100%"
"2309",2010,2006,2862,"Hartley-Melvin-Sanborn",56,63,88.9,"80.1 - 90%"
"2310",2016,2012,4581,"Muscatine",283,350,80.9,"80.1 - 90%"
"2311",2010,2006,6937,"West Burlington",53,58,91.4,"90.1 - 100%"
"2312",2017,2013,5463,"Red Oak",87,95,91.6,"90.1 - 100%"
"2313",2010,2006,6219,"Storm Lake",93,164,56.7,"50.1 - 60%"
"2314",2014,2010,6098,"South Tama County",91,100,91,"90.1 - 100%"
"2315",2010,2006,3555,"Lawton-Bronson",52,55,94.6,"90.1 - 100%"
"2316",2013,2009,5643,"Roland-Story",74,76,97.4,"90.1 - 100%"
"2317",2016,2012,4772,"Central Springs",57,61,93.4,"90.1 - 100%"
"2319",2009,2005,6921,"West Bend-Mallard",33,34,97.1,"90.1 - 100%"
"2320",2009,2005,5283,"Pocahontas Area",68,69,98.6,"90.1 - 100%"
"2321",2011,2007,5877,"Sergeant Bluff-Luton",101,105,96.2,"90.1 - 100%"
"2322",2014,2010,1611,"Davenport",889,1074,82.8,"80.1 - 90%"
"2323",2012,2008,3978,"East Mills",20,25,80,"70.1 - 80%"
"2324",2009,2005,6961,"Western Dubuque",260,264,98.5,"90.1 - 100%"
"2326",2012,2008,5250,"Pleasant Valley",258,266,97,"90.1 - 100%"
"2327",2014,2010,5724,"Ruthven-Ayrshire",20,20,100,"90.1 - 100%"
"2328",2017,2013,2763,"Clayton Ridge",64,79,81,"80.1 - 90%"
"2329",2015,2011,2457,"George-Little Rock",27,28,96.4,"90.1 - 100%"
"2330",2009,2005,2295,"Forest City",102,108,94.4,"90.1 - 100%"
"2331",2012,2008,7029,"Williamsburg",88,91,96.7,"90.1 - 100%"
"2332",2010,2006,720,"Bondurant-Farrar",89,99,89.9,"80.1 - 90%"
"2333",2011,2007,2862,"Hartley-Melvin-Sanborn",49,52,94.2,"90.1 - 100%"
"2334",2013,2009,1719,"Denver",55,55,100,"90.1 - 100%"
"2335",2013,2009,657,"Eddyville-Blakesburg",70,82,85.4,"80.1 - 90%"
"2336",2017,2013,4689,"New London",34,36,94.4,"90.1 - 100%"
"2337",2011,2007,2718,"Griswold",56,57,98.3,"90.1 - 100%"
"2338",2014,2010,6264,"West Central Valley",61,66,92.4,"90.1 - 100%"
"2339",2010,2006,3715,"Linn-Mar",389,424,91.8,"90.1 - 100%"
"2340",2009,2005,6985,"West Marshall",62,70,88.6,"80.1 - 90%"
"2341",2017,2013,355,"Ar-We-Va",17,17,100,"90.1 - 100%"
"2342",2017,2013,1079,"Central Lee",65,69,94.2,"90.1 - 100%"
"2343",2012,2008,4518,"Moulton-Udell",11,11,100,"90.1 - 100%"
"2344",2012,2008,873,"North Iowa",28,32,87.5,"80.1 - 90%"
"2345",2016,2012,2369,"Fremont-Mills",31,33,93.9,"90.1 - 100%"
"2347",2015,2011,621,"Bettendorf",307,333,92.2,"90.1 - 100%"
"2348",2013,2009,4599,"Nashua-Plainfield",51,54,94.4,"90.1 - 100%"
"2349",2015,2011,6039,"Sioux City",783,898,87.2,"80.1 - 90%"
"2350",2011,2007,333,"Armstrong-Ringsted",16,16,100,"90.1 - 100%"
"2351",2013,2009,6094,"Southeast Warren",32,32,100,"90.1 - 100%"
"2352",2016,2012,4149,"MOC-Floyd Valley",102,103,99,"90.1 - 100%"
"2353",2015,2011,4777,"North Linn",45,47,95.7,"90.1 - 100%"
"2354",2009,2005,1503,"Creston",86,96,89.6,"80.1 - 90%"
"2355",2017,2013,2369,"Fremont-Mills",35,35,100,"90.1 - 100%"
"2356",2013,2009,4446,"Monticello",73,84,86.9,"80.1 - 90%"
"2357",2013,2009,1337,"College",281,305,92.1,"90.1 - 100%"
"2358",2011,2007,1638,"Decorah",137,142,96.5,"90.1 - 100%"
"2359",2011,2007,2169,"Fairfield",117,135,86.7,"80.1 - 90%"
"2360",2013,2009,6987,"West Monona",46,52,88.5,"80.1 - 90%"
"2361",2014,2010,3942,"Madrid",43,45,95.6,"90.1 - 100%"
"2362",2012,2008,3465,"Lamoni",24,24,100,"90.1 - 100%"
"2363",2016,2012,4356,"Missouri Valley",68,69,98.6,"90.1 - 100%"
"2364",2009,2005,2556,"Graettinger",34,35,97.1,"90.1 - 100%"
"2365",2015,2011,1350,"Collins-Maxwell",35,40,87.5,"80.1 - 90%"
"2366",2009,2005,1080,"Central",39,43,90.7,"90.1 - 100%"
"2367",2014,2010,4505,"Mormon Trail",13,14,92.9,"90.1 - 100%"
"2368",2017,2013,6615,"Van Meter",45,47,95.7,"90.1 - 100%"
"2369",2012,2008,6138,"Springville",21,25,84,"80.1 - 90%"
"2370",2011,2007,4784,"North Scott",208,236,88.1,"80.1 - 90%"
"2371",2011,2007,5121,"Panorama",61,62,98.4,"90.1 - 100%"
"2372",2009,2005,2682,"GMG",31,34,91.2,"90.1 - 100%"
"2373",2015,2011,2673,"Nodaway Valley",48,48,100,"90.1 - 100%"
"2374",2014,2010,4104,"Marshalltown",323,371,87.1,"80.1 - 90%"
"2375",2009,2005,2772,"Hamburg",18,21,85.7,"80.1 - 90%"
"2376",2011,2007,6741,"East Sac County",69,75,92,"90.1 - 100%"
"2377",2013,2009,81,"Albia",69,74,93.2,"90.1 - 100%"
"2378",2012,2008,2376,"Galva-Holstein",53,53,100,"90.1 - 100%"
"2379",2013,2009,7029,"Williamsburg",85,88,96.6,"90.1 - 100%"
"2380",2012,2008,4890,"Okoboji",55,60,91.7,"90.1 - 100%"
"2381",2012,2008,4086,"Marion",127,137,92.7,"90.1 - 100%"
"2382",2010,2006,4662,"New Hampton",101,112,90.2,"90.1 - 100%"
"2383",2016,2012,4890,"Okoboji",60,63,95.2,"90.1 - 100%"
"2384",2012,2008,1218,"Clay Central-Everly",30,32,93.8,"90.1 - 100%"
"2385",2012,2008,5337,"Preston",34,35,97.1,"90.1 - 100%"
"2387",2010,2006,3609,"Lenox",22,23,95.7,"90.1 - 100%"
"2388",2013,2009,1211,"Clarke",73,83,88,"80.1 - 90%"
"2389",2017,2013,3978,"East Mills",36,38,94.7,"90.1 - 100%"
"2390",2015,2011,6987,"West Monona",44,46,95.7,"90.1 - 100%"
"2391",2010,2006,4779,"North Polk",96,97,99,"90.1 - 100%"
"2392",2011,2007,6921,"West Bend-Mallard",26,26,100,"90.1 - 100%"
"2393",2014,2010,2007,"Eldora-New Providence",57,62,91.9,"90.1 - 100%"
"2394",2013,2009,6969,"West Harrison",36,37,97.3,"90.1 - 100%"
"2395",2013,2009,126,"Algona",93,100,93,"90.1 - 100%"
"2396",2012,2008,1602,"Danville",43,46,93.5,"90.1 - 100%"
"2397",2010,2006,6471,"Tripoli",42,42,100,"90.1 - 100%"
"2398",2014,2010,3691,"North Cedar",60,65,92.3,"90.1 - 100%"
"2399",2009,2005,5250,"Pleasant Valley",262,286,91.6,"90.1 - 100%"
"2400",2011,2007,6138,"Springville",24,28,85.7,"80.1 - 90%"
"2401",2009,2005,2727,"Grundy Center",55,60,91.7,"90.1 - 100%"
"2402",2015,2011,3195,"Greene County",82,90,91.1,"90.1 - 100%"
"2403",2010,2006,7098,"Woodbury Central",39,39,100,"90.1 - 100%"
"2404",2015,2011,5724,"Ruthven-Ayrshire",19,19,100,"90.1 - 100%"
"2406",2012,2008,1080,"Central",34,37,91.9,"90.1 - 100%"
"2407",2011,2007,4773,"Northeast",49,51,96.1,"90.1 - 100%"
"2408",2011,2007,4505,"Mormon Trail",11,13,84.6,"80.1 - 90%"
"2409",2011,2007,4774,"North Fayette",87,92,94.6,"90.1 - 100%"
"2412",2015,2011,225,"Ames",288,310,92.9,"90.1 - 100%"
"2413",2016,2012,6950,"West Delaware County",121,123,98.4,"90.1 - 100%"
"2414",2010,2006,2754,"Guthrie Center",54,55,98.2,"90.1 - 100%"
"2415",2013,2009,1602,"Danville",37,43,86.1,"80.1 - 90%"
"2416",2011,2007,1863,"Dubuque",674,770,87.5,"80.1 - 90%"
"2417",2012,2008,1044,"Cedar Falls",348,363,95.9,"90.1 - 100%"
"2418",2015,2011,2124,"Estherville Lincoln",67,76,88.2,"80.1 - 90%"
"2419",2014,2010,6273,"Sumner-Fredericksburg",53,54,98.2,"90.1 - 100%"
"2420",2010,2006,5163,"Pekin",71,74,96,"90.1 - 100%"
"2421",2014,2010,4518,"Moulton-Udell",10,10,100,"90.1 - 100%"
"2422",2014,2010,4023,"Manson Northwest Webster",55,61,90.2,"90.1 - 100%"
"2423",2016,2012,1278,"Clinton",242,270,89.6,"80.1 - 90%"
"2424",2013,2009,4086,"Marion",162,173,93.6,"90.1 - 100%"
"2425",2010,2006,936,"Camanche",59,74,79.7,"70.1 - 80%"
"2426",2013,2009,3942,"Madrid",41,44,93.2,"90.1 - 100%"
"2427",2013,2009,441,"A-H-S-T",33,38,86.8,"80.1 - 90%"
"2428",2011,2007,4149,"MOC-Floyd Valley",96,99,97,"90.1 - 100%"
"2429",2013,2009,4068,"Marcus-Meriden-Cleghorn",44,46,95.7,"90.1 - 100%"
"2430",2009,2005,3715,"Linn-Mar",336,363,92.6,"90.1 - 100%"
"2431",2014,2010,2322,"Fort Madison",135,144,93.8,"90.1 - 100%"
"2432",2011,2007,5949,"Sheldon",80,87,92,"90.1 - 100%"
"2433",2013,2009,5049,"Ottumwa",290,326,89,"80.1 - 90%"
"2434",2011,2007,2295,"Forest City",101,110,91.8,"90.1 - 100%"
"2435",2014,2010,6120,"Spirit Lake",78,91,85.7,"80.1 - 90%"
"2436",2010,2006,6921,"West Bend-Mallard",31,33,93.9,"90.1 - 100%"
"2437",2015,2011,3154,"Iowa Valley",42,48,87.5,"80.1 - 90%"
"2438",2012,2008,4505,"Mormon Trail",25,29,86.2,"80.1 - 90%"
"2439",2009,2005,4644,"Newell-Fonda",32,33,97,"90.1 - 100%"
"2440",2017,2013,4536,"Mount Pleasant",151,175,86.3,"80.1 - 90%"
"2441",2015,2011,472,"Ballard",127,130,97.7,"90.1 - 100%"
"2442",2016,2012,7002,"Whiting",12,13,92.3,"90.1 - 100%"
"2443",2013,2009,4784,"North Scott",203,223,91,"90.1 - 100%"
"2444",2012,2008,4785,"North Tama County",37,38,97.4,"90.1 - 100%"
"2445",2017,2013,1917,"Boyer Valley",32,36,88.9,"80.1 - 90%"
"2446",2009,2005,6101,"Southeast Polk",400,418,95.7,"90.1 - 100%"
"2447",2014,2010,414,"Audubon",40,41,97.6,"90.1 - 100%"
"2448",2011,2007,3555,"Lawton-Bronson",58,63,92.1,"90.1 - 100%"
"2449",2013,2009,2520,"Glidden-Ralston",25,25,100,"90.1 - 100%"
"2450",2012,2008,1093,"Central Decatur",49,51,96.1,"90.1 - 100%"
"2451",2016,2012,5463,"Red Oak",75,82,91.5,"90.1 - 100%"
"2452",2013,2009,6408,"Tipton",48,53,90.6,"90.1 - 100%"
"2453",2016,2012,6471,"Tripoli",37,42,88.1,"80.1 - 90%"
"2454",2017,2013,4203,"Mediapolis",50,54,92.6,"90.1 - 100%"
"2455",2012,2008,5994,"Sibley-Ocheyedan",53,55,96.4,"90.1 - 100%"
"2456",2016,2012,729,"Boone",161,173,93.1,"90.1 - 100%"
"2457",2015,2011,3744,"Lisbon",51,51,100,"90.1 - 100%"
"2458",2013,2009,6512,"Twin Cedars",42,44,95.5,"90.1 - 100%"
"2459",2013,2009,4644,"Newell-Fonda",30,32,93.8,"90.1 - 100%"
"2460",2014,2010,6987,"West Monona",31,36,86.1,"80.1 - 90%"
"2461",2015,2011,4617,"Nevada",92,103,89.3,"80.1 - 90%"
"2462",2017,2013,1233,"Clear Lake",61,66,92.4,"90.1 - 100%"
"2463",2017,2013,1503,"Creston",90,96,93.8,"90.1 - 100%"
"2464",2017,2013,3204,"Jesup",42,45,93.3,"90.1 - 100%"
"2465",2016,2012,999,"Carroll",104,109,95.4,"90.1 - 100%"
"2466",2009,2005,846,"Brooklyn-Guernsey-Malcom",42,45,93.3,"90.1 - 100%"
"2467",2013,2009,4774,"North Fayette",57,59,96.6,"90.1 - 100%"
"2468",2013,2009,2016,"Elk Horn-Kimballton",28,29,96.6,"90.1 - 100%"
"2469",2011,2007,1095,"Central Lyon",44,46,95.7,"90.1 - 100%"
"2470",2011,2007,3060,"Humboldt",92,94,97.9,"90.1 - 100%"
"2471",2015,2011,6099,"South O'Brien",42,50,84,"80.1 - 90%"
"2472",2010,2006,7110,"Woodward-Granger",37,43,86.1,"80.1 - 90%"
"2474",2013,2009,914,"CAM",32,36,88.9,"80.1 - 90%"
"2475",2011,2007,2763,"Clayton Ridge",61,67,91,"90.1 - 100%"
"2476",2010,2006,7029,"Williamsburg",102,105,97.1,"90.1 - 100%"
"2477",2014,2010,999,"Carroll",98,108,90.7,"90.1 - 100%"
"2478",2016,2012,5184,"Perry",134,139,96.4,"90.1 - 100%"
"2479",2014,2010,549,"Bedford",27,27,100,"90.1 - 100%"
"2480",2010,2006,2766,"H-L-V",30,33,90.9,"90.1 - 100%"
"2481",2011,2007,6165,"Stanton",19,19,100,"90.1 - 100%"
"2482",2014,2010,3645,"Lewis Central",194,208,93.3,"90.1 - 100%"
"2483",2016,2012,387,"Atlantic",77,83,92.8,"90.1 - 100%"
"2484",2016,2012,225,"Ames",274,294,93.2,"90.1 - 100%"
"2485",2011,2007,3798,"Logan-Magnolia",60,63,95.2,"90.1 - 100%"
"2486",2010,2006,7056,"Winterset",113,115,98.3,"90.1 - 100%"
"2487",2009,2005,4785,"North Tama County",30,31,96.8,"90.1 - 100%"
"2488",2017,2013,5922,"West Fork",47,47,100,"90.1 - 100%"
"2489",2012,2008,2766,"H-L-V",27,27,100,"90.1 - 100%"
"2490",2014,2010,3168,"IKM-Manning",46,47,97.9,"90.1 - 100%"
"2491",2009,2005,6762,"Wapsie Valley",38,39,97.4,"90.1 - 100%"
"2492",2011,2007,2511,"Glenwood",156,174,89.7,"80.1 - 90%"
"2493",2016,2012,6867,"Webster City",133,140,95,"90.1 - 100%"
"2494",2014,2010,3154,"Iowa Valley",48,52,92.3,"90.1 - 100%"
"2495",2013,2009,6536,"Union",93,100,93,"90.1 - 100%"
"2496",2009,2005,4023,"Manson Northwest Webster",67,69,97.1,"90.1 - 100%"
"2497",2009,2005,3150,"Iowa Falls",88,94,93.6,"90.1 - 100%"
"2498",2009,2005,5184,"Perry",127,148,85.8,"80.1 - 90%"
"2499",2015,2011,6985,"West Marshall",54,54,100,"90.1 - 100%"
"2500",2012,2008,1152,"Cherokee",65,72,90.3,"90.1 - 100%"
"2501",2017,2013,657,"Eddyville-Blakesburg- Fremont",49,53,92.5,"90.1 - 100%"
"2502",2016,2012,6534,"Underwood",61,62,98.4,"90.1 - 100%"
"2503",2014,2010,1079,"Central Lee",70,76,92.1,"90.1 - 100%"
"2504",2016,2012,1107,"Chariton",101,103,98.1,"90.1 - 100%"
"2505",2013,2009,3906,"Lynnville-Sully",39,40,97.5,"90.1 - 100%"
"2506",2012,2008,2988,"Hinton",46,46,100,"90.1 - 100%"
"2507",2014,2010,2313,"Fort Dodge",214,267,80.2,"80.1 - 90%"
"2508",2014,2010,279,"Aplington-Parkersburg",58,58,100,"90.1 - 100%"
"2509",2015,2011,6219,"Storm Lake",91,171,53.2,"50.1 - 60%"
"2510",2014,2010,1431,"Corning",52,54,96.3,"90.1 - 100%"
"2511",2016,2012,27,"Adel DeSoto Minburn",108,109,99.1,"90.1 - 100%"
"2512",2015,2011,1953,"Earlham",46,46,100,"90.1 - 100%"
"2513",2009,2005,4905,"Olin",14,17,82.4,"80.1 - 90%"
"2514",2014,2010,1975,"River Valley",28,29,96.6,"90.1 - 100%"
"2515",2010,2006,3312,"Keokuk",151,175,86.3,"80.1 - 90%"
"2516",2010,2006,1080,"Central",54,58,93.1,"90.1 - 100%"
"2517",2014,2010,6097,"South Page",10,11,90.9,"90.1 - 100%"
"2518",2017,2013,1963,"East Buchanan",35,37,94.6,"90.1 - 100%"
"2519",2011,2007,5643,"Roland-Story",80,82,97.6,"90.1 - 100%"
"2520",2015,2011,3942,"Madrid",47,48,97.9,"90.1 - 100%"
"2521",2013,2009,4509,"Morning Sun",10,12,83.3,"80.1 - 90%"
"2522",2015,2011,1337,"College",317,335,94.6,"90.1 - 100%"
"2523",2015,2011,126,"Algona",97,106,91.5,"90.1 - 100%"
"2524",2012,2008,355,"Ar-We-Va",20,21,95.2,"90.1 - 100%"
"2525",2011,2007,5310,"Postville",37,37,100,"90.1 - 100%"
"2526",2016,2012,5976,"Shenandoah",105,108,97.2,"90.1 - 100%"
"2527",2012,2008,6950,"West Delaware County",131,137,95.6,"90.1 - 100%"
"2528",2011,2007,4014,"Manning",59,61,96.7,"90.1 - 100%"
"2529",2011,2007,2826,"Harlan",129,136,94.9,"90.1 - 100%"
"2530",2011,2007,4772,"North Central",73,74,98.7,"90.1 - 100%"
"2531",2014,2010,7047,"Winfield-Mt Union",23,24,95.8,"90.1 - 100%"
"2532",2014,2010,1089,"Central City",19,21,90.5,"90.1 - 100%"
"2533",2009,2005,1089,"Central City",27,33,81.8,"80.1 - 90%"
"2534",2009,2005,3465,"Lamoni",27,28,96.4,"90.1 - 100%"
"2535",2016,2012,2376,"Galva-Holstein",65,65,100,"90.1 - 100%"
"2536",2009,2005,6453,"Treynor",51,53,96.2,"90.1 - 100%"
"2537",2011,2007,5751,"St Ansgar",46,46,100,"90.1 - 100%"
"2538",2009,2005,4269,"Midland",33,34,97.1,"90.1 - 100%"
"2539",2017,2013,594,"Belmond-Klemme",62,63,98.4,"90.1 - 100%"
"2540",2010,2006,5724,"Ruthven-Ayrshire",20,20,100,"90.1 - 100%"
"2541",2012,2008,1503,"Creston",82,93,88.2,"80.1 - 90%"
"2542",2011,2007,135,"Allamakee",130,132,98.5,"90.1 - 100%"
"2543",2016,2012,1963,"East Buchanan",42,42,100,"90.1 - 100%"
"2544",2013,2009,2826,"Harlan",115,120,95.8,"90.1 - 100%"
"2545",2011,2007,1221,"Clear Creek Amana",128,148,86.5,"80.1 - 90%"
"2546",2012,2008,1413,"Coon Rapids-Bayard",35,39,89.7,"80.1 - 90%"
"2548",2011,2007,3114,"Indianola",217,233,93.1,"90.1 - 100%"
"2549",2016,2012,3348,"Kingsley-Pierson",46,49,93.9,"90.1 - 100%"
"2550",2017,2013,5805,"Saydel",85,95,89.5,"80.1 - 90%"
"2551",2011,2007,6030,"Sioux Center",63,72,87.5,"80.1 - 90%"
"2552",2009,2005,3204,"Jesup",47,60,78.3,"70.1 - 80%"
"2553",2009,2005,3942,"Madrid",31,33,93.9,"90.1 - 100%"
"2554",2012,2008,3375,"Knoxville",135,156,86.5,"80.1 - 90%"
"2555",2009,2005,2205,"Farragut",23,24,95.8,"90.1 - 100%"
"2556",2016,2012,1233,"Clear Lake",95,98,96.9,"90.1 - 100%"
"2557",2011,2007,3312,"Keokuk",139,174,79.9,"70.1 - 80%"
"2558",2017,2013,2466,"Gilbert",106,111,95.5,"90.1 - 100%"
"2559",2009,2005,5301,"Pomeroy-Palmer",15,15,100,"90.1 - 100%"
"2560",2009,2005,5643,"Roland-Story",80,84,95.2,"90.1 - 100%"
"2561",2010,2006,6957,"West Des Moines",577,626,92.2,"90.1 - 100%"
"2562",2010,2006,1926,"Durant",56,61,91.8,"90.1 - 100%"
"2563",2011,2007,2977,"Highland",33,41,80.5,"80.1 - 90%"
