County,AEA,District,District.Name,Graduation.Year,Diploma.Count,Private.4-Year.College,Public.4-Year.College,Private.2-Year.College,Community.College,Other.Training,Employment,Homemaker,Military,Unknown
64,7,6985,West Marshall,2012,68,5,13,39,0,2,8,0,1,0
67,12,6987,West Monona,2012,48,4,8,25,0,2,3,0,4,2
84,12,6990,West Sioux,2012,47,6,14,15,0,0,9,0,3,0
97,12,6992,Westwood,2012,54,5,14,24,0,1,7,0,1,2
67,12,7002,Whiting,2012,16,0,4,9,0,0,2,0,1,0
48,10,7029,Williamsburg,2012,87,8,39,33,1,1,5,0,0,0
70,9,7038,Wilton,2012,59,9,10,34,0,1,4,0,1,0
44,15,7047,Winfield-Mt Union,2012,28,5,8,11,0,0,2,0,2,0
61,11,7056,Winterset,2012,99,9,28,44,1,0,10,0,2,5
41,7,7083,Woden-Crystal Lake,2012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43,13,7092,Woodbine,2012,33,10,2,16,0,2,3,0,0,0
97,12,7098,Woodbury Central,2012,46,14,17,11,0,0,0,0,3,1
25,11,7110,Woodward-Granger,2012,56,13,13,18,0,2,4,0,0,6
42,7,0009,AGWSR,2013,48,5,11,29,0,0,2,0,0,1
39,11,0018,Adair-Casey,2013,23,6,7,7,0,1,1,0,1,0
25,11,0027,Adel DeSoto Minburn,2013,110,20,38,33,0,4,11,0,1,3
75,12,0063,Akron Westfield,2013,39,3,27,6,0,1,2,0,0,0
11,5,0072,Albert City-Truesdale,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
68,15,0081,Albia,2013,91,5,19,52,0,2,5,0,2,6
57,10,0099,Alburnett,2013,50,0,26,16,0,1,4,0,3,0
42,7,0108,Alden,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55,5,0126,Algona,2013,97,9,24,44,0,0,10,0,2,8
3,1,0135,Allamakee,2013,92,7,25,32,1,1,24,0,2,0
12,7,0153,North Butler,2013,42,6,6,21,0,2,6,0,1,0
11,5,0171,Alta,2013,43,9,9,17,1,0,1,0,1,5
85,11,0225,Ames,2013,309,49,154,76,2,7,16,1,4,0
53,10,0234,Anamosa,2013,91,10,8,47,1,3,14,0,2,6
49,9,0243,Andrew,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
77,11,0261,Ankeny,2013,580,73,257,165,11,2,40,1,16,15
12,7,0279,Aplington-Parkersburg,2013,57,5,14,26,0,2,5,0,3,2
32,5,0333,Armstrong-Ringsted,2013,55,2,19,25,0,0,8,0,1,0
24,12,0355,Ar-We-Va,2013,15,2,4,7,1,0,0,0,1,0
15,13,0387,Atlantic,2013,97,14,26,27,0,5,9,2,6,8
5,11,0414,Audubon,2013,42,3,15,14,0,1,4,0,5,0
18,12,0423,Aurelia,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
78,13,0441,A-H-S-T,2013,34,6,11,8,0,2,6,0,1,0
85,11,0472,Ballard,2013,109,15,29,51,4,0,6,1,3,0
47,12,0504,Battle Creek-Ida Grove,2013,77,17,11,31,0,5,6,1,5,1
50,11,0513,Baxter,2013,32,8,7,15,0,0,1,0,1,0
38,7,0540,BCLUW,2013,49,5,11,28,0,1,2,0,1,1
87,13,0549,Bedford,2013,27,1,8,11,0,2,1,0,0,4
6,10,0576,Belle Plaine,2013,40,3,5,22,1,1,6,0,2,0
49,9,0585,Bellevue,2013,59,16,12,16,0,4,10,0,1,0
99,7,0594,Belmond-Klemme,2013,49,3,8,22,0,2,4,0,2,8
16,9,0603,Bennett,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,10,0609,Benton,2013,121,19,41,46,1,0,12,0,0,2
82,9,0621,Bettendorf,2013,368,46,145,122,1,8,15,0,8,23
90,15,0657,Eddyville-Blakesburg-,2013,56,11,7,32,0,1,4,1,0,0
77,11,0720,Bondurant-Farrar,2013,101,16,34,36,0,1,12,0,2,0
8,11,0729,Boone,2013,183,10,34,93,0,7,18,0,7,14
84,12,0747,Boyden-Hull,2013,37,10,9,11,1,2,4,0,0,0
41,7,0819,West Hancock,2013,42,4,4,21,1,1,9,0,2,0
79,7,0846,Brooklyn-Guernsey-Malcom,2013,42,7,9,17,0,5,0,0,1,3
95,7,0873,North Iowa,2013,41,6,8,21,1,0,3,0,1,1
29,15,0882,Burlington,2013,261,19,36,123,0,6,55,0,11,11
15,13,0914,CAM,2013,33,5,5,17,0,0,4,0,2,0
35,7,0916,CAL,2013,14,0,5,8,0,0,1,0,0,0
23,9,0918,Calamus-Wheatland,2013,39,4,6,16,0,1,7,0,2,3
23,9,0936,Camanche,2013,79,8,9,40,1,9,8,0,3,1
90,15,0977,Cardinal,2013,71,3,5,34,1,0,6,0,1,21
91,11,0981,Carlisle,2013,140,28,38,46,0,3,12,0,6,7
14,11,0999,Carroll,2013,101,7,34,44,0,2,12,0,1,1
7,7,1044,Cedar Falls,2013,369,34,138,125,1,12,46,1,8,4
57,10,1053,Cedar Rapids,2013,1027,140,324,365,0,23,50,1,38,86
57,10,1062,Center Point-Urbana,2013,99,15,27,35,0,5,14,0,3,0
4,15,1071,Centerville,2013,95,8,10,49,1,4,5,1,2,15
56,15,1079,Central Lee,2013,70,3,19,41,0,0,3,0,3,1
22,1,1080,Central,2013,35,3,13,12,1,0,4,0,2,0
23,9,1082,Central Clinton,2013,130,35,27,46,0,2,8,0,2,10
57,10,1089,Central City,2013,20,4,6,7,0,0,3,0,0,0
27,13,1093,Central Decatur,2013,45,12,4,14,1,1,12,0,1,0
60,12,1095,Central Lyon,2013,30,3,18,6,0,1,2,0,0,0
59,15,1107,Chariton,2013,111,17,11,45,3,9,21,2,3,0
34,7,1116,Charles City,2013,154,11,48,54,0,4,15,0,5,17
24,12,1134,Charter Oak-Ute,2013,30,2,6,21,0,0,1,0,0,0
18,12,1152,Cherokee,2013,70,9,18,27,0,0,11,0,4,1
73,13,1197,Clarinda,2013,84,6,19,34,0,1,19,0,5,0
99,5,1206,Clarion-Goldfield,2013,62,9,12,21,0,2,12,0,5,1
20,13,1211,Clarke,2013,88,13,13,38,0,4,9,0,4,7
12,7,1215,Clarksville,2013,21,1,3,15,0,2,0,0,0,0
21,5,1218,Clay Central-Everly,2013,23,1,5,12,0,0,5,0,0,0
52,10,1221,Clear Creek Amana,2013,111,14,25,42,0,0,24,0,3,3
87,13,1224,Clearfield,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17,7,1233,Clear Lake,2013,111,7,32,61,0,2,8,0,1,0
23,9,1278,Clinton,2013,235,23,38,119,3,7,41,0,4,0
50,11,1332,Colfax-Mingo,2013,49,6,8,25,2,0,6,0,0,2
57,10,1337,College,2013,299,32,86,132,0,2,9,0,6,32
85,11,1350,Collins-Maxwell,2013,28,3,7,12,0,2,1,0,3,0
85,11,1359,Colo-NESCO School,2013,32,5,8,6,1,1,3,0,1,7
58,9,1368,Columbus,2013,60,3,11,35,1,2,7,0,0,1
14,11,1413,Coon Rapids-Bayard,2013,28,4,1,17,0,2,3,1,0,0
2,13,1431,Corning,2013,56,7,12,22,0,1,13,0,1,0
41,7,1449,Corwith-Wesley,2013,12,0,7,4,0,0,1,0,0,0
78,13,1476,Council Bluffs,2013,533,27,105,219,6,26,56,0,23,71
88,13,1503,Creston,2013,111,16,26,37,1,3,27,0,1,0
25,11,1576,Dallas Center-Grimes,2013,167,25,46,72,0,9,4,0,4,7
29,15,1602,Danville,2013,40,5,4,24,1,2,4,0,0,0
82,9,1611,Davenport,2013,979,75,239,426,3,46,76,2,46,66
26,15,1619,Davis County,2013,69,9,12,36,2,2,3,0,5,0
96,1,1638,Decorah Community,2013,152,32,43,46,0,1,18,0,7,5
23,9,1675,Delwood,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,12,1701,Denison,2013,183,16,28,83,1,5,39,0,3,8
9,7,1719,Denver,2013,52,9,17,22,0,0,3,0,1,0
77,11,1737,Des Moines Independent,2013,1858,174,487,629,40,32,95,1,43,357
80,13,1782,Diagonal,2013,5,0,1,3,0,0,1,0,0,0
38,7,1791,Dike-New Hartford,2013,61,8,15,28,0,2,7,0,1,0
99,7,1854,Dows,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31,1,1863,Dubuque,2013,750,150,195,245,3,8,132,1,14,2
7,7,1908,Dunkerton,2013,32,1,7,13,1,1,9,0,0,0
43,13,1917,Boyer Valley,2013,31,4,4,20,0,0,2,0,1,0
16,9,1926,Durant,2013,52,4,17,19,0,2,7,0,3,0
99,5,1944,Eagle Grove,2013,53,2,14,21,0,2,10,0,3,1
61,11,1953,Earlham,2013,53,10,9,25,0,1,5,0,3,0
10,7,1963,East Buchanan,2013,42,3,8,17,0,1,11,0,2,0
49,9,1965,Easton Valley,2013,26,0,5,13,0,1,7,0,0,0
37,5,1967,East Greene,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64,7,1968,East Marshall,2013,75,5,20,28,0,6,11,0,4,1
88,13,1970,East Union,2013,26,1,3,17,0,2,1,0,2,0
3,1,1972,Eastern Allamakee,2013,43,4,11,19,0,1,7,0,0,1
97,12,1975,River Valley,2013,29,1,9,8,0,0,8,0,1,2
28,1,1989,Edgewood-Colesburg,2013,40,5,4,21,0,3,6,0,0,1
42,7,2007,Eldora-New Providence,2013,59,5,11,29,0,1,9,0,4,0
83,13,2016,Elk Horn-Kimballton,2013,37,1,15,10,0,1,5,0,2,3
74,5,2088,Emmetsburg,2013,61,3,15,33,4,0,6,0,0,0
48,10,2097,English Valleys,2013,34,2,9,13,0,0,10,0,0,0
73,13,2113,Essex,2013,26,2,7,15,0,0,2,0,0,0
32,5,2124,Estherville Lincoln,2013,82,3,16,47,0,0,11,0,0,5
5,11,2151,Exira,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51,15,2169,Fairfield,2013,122,23,25,30,0,3,11,0,4,26
36,13,2205,Farragut,2013,16,1,4,7,0,0,4,0,0,0
95,7,2295,Forest City,2013,82,14,23,29,0,1,11,0,2,2
94,5,2313,Fort Dodge,2013,236,14,32,133,2,1,24,3,14,13
56,15,2322,Fort Madison,2013,143,12,23,63,0,2,29,1,5,8
19,1,2349,Fredericksburg,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36,13,2369,Fremont-Mills,2013,22,0,0,0,0,0,0,0,0,22
47,12,2376,Galva-Holstein,2013,66,9,12,34,1,0,7,0,2,1
41,7,2403,Garner-Hayfield,2013,99,16,24,42,1,3,9,0,3,1
60,12,2457,George-Little Rock,2013,30,11,5,10,0,0,3,0,1,0
85,11,2466,Gilbert,2013,87,10,40,26,0,2,6,0,0,3
46,5,2493,Gilmore City-Bradgate,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38,7,2502,Gladbrook-Reinbeck,2013,43,7,8,16,0,2,5,0,1,4
65,13,2511,Glenwood,2013,150,4,57,49,0,0,22,0,2,16
14,11,2520,Glidden-Ralston,2013,29,4,6,12,0,3,0,0,1,3
74,5,2556,Graettinger-Terril,2013,25,3,2,16,0,0,3,0,1,0
1,13,2673,Nodaway Valley,2013,39,3,7,17,0,2,1,0,3,6
86,7,2682,GMG,2013,42,5,9,24,0,0,3,0,1,0
79,7,2709,Grinnell-Newburg,2013,129,40,24,42,0,5,13,0,0,5
15,13,2718,Griswold,2013,47,8,13,18,0,1,5,0,0,2
38,7,2727,Grundy Center,2013,46,3,15,9,0,1,0,0,0,18
39,11,2754,Guthrie Center,2013,42,4,8,21,0,0,9,0,0,0
22,1,2763,Clayton Ridge,2013,59,11,10,21,1,0,16,0,0,0
48,10,2766,H-L-V,2013,22,5,6,8,2,0,0,0,1,0
36,13,2772,Hamburg,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35,7,2781,Hampton-Dumont,2013,76,1,23,30,0,2,9,0,3,8
83,13,2826,Harlan,2013,129,15,51,40,0,0,11,0,5,7
89,15,2834,Harmony,2013,16,0,0,10,0,0,1,0,0,5
30,5,2846,Harris-Lake Park,2013,25,3,9,7,0,5,1,0,0,0
71,12,2862,Hartley-Melvin-Sanborn,2013,44,9,10,12,0,0,10,0,2,1
92,10,2977,Highland,2013,41,5,6,24,1,0,3,0,1,1
75,12,2988,Hinton,2013,62,13,19,19,0,0,7,0,3,1
45,1,3029,Howard-Winneshiek,2013,107,14,41,26,0,2,23,0,1,0
42,7,3033,Hubbard-Radcliffe,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7,7,3042,Hudson,2013,61,10,28,15,0,0,4,0,3,1
46,5,3060,Humboldt,2013,99,14,28,43,0,2,7,0,4,1
10,7,3105,Independence,2013,106,13,28,30,1,0,24,0,3,7
91,11,3114,Indianola,2013,262,42,77,74,6,3,38,0,6,16
61,11,3119,Interstate 35,2013,65,9,18,19,1,1,14,0,3,0
52,10,3141,Iowa City,2013,844,146,315,236,1,18,45,1,11,71
42,7,3150,Iowa Falls,2013,98,13,17,42,1,0,21,0,2,2
48,10,3154,Iowa Valley,2013,49,4,9,24,0,0,1,1,0,10
24,13,3168,IKM-Manning,2013,46,4,9,22,0,4,4,0,3,0
9,7,3186,Janesville Consolidated,2013,39,3,14,15,1,0,0,0,0,6
37,5,3195,Jefferson-Scranton,2013,83,11,19,34,0,4,12,0,3,0
10,7,3204,Jesup,2013,43,3,14,17,0,0,5,0,3,1
77,11,3231,Johnston,2013,439,72,161,131,2,3,12,0,7,51
56,15,3312,Keokuk,2013,159,9,36,66,2,5,26,0,5,10
54,15,3330,Keota,2013,16,2,5,5,0,1,3,0,0,0
75,12,3348,Kingsley-Pierson,2013,32,4,14,11,0,0,1,0,2,0
63,11,3375,Knoxville,2013,144,6,41,65,1,2,16,0,8,5
95,7,3420,Lake Mills,2013,48,10,10,21,0,2,2,0,1,2
27,13,3465,Lamoni,2013,26,12,7,1,3,1,2,0,0,0
76,5,3537,Laurens-Marathon,2013,19,2,2,12,0,0,3,0,0,0
97,12,3555,Lawton-Bronson,2013,41,9,14,9,0,3,3,0,3,0
75,12,3600,Le Mars,2013,149,17,46,56,0,6,23,0,1,0
87,13,3609,Lenox,2013,26,0,7,12,0,1,2,0,2,2
78,13,3645,Lewis Central,2013,205,14,55,92,0,7,17,1,13,6
16,10,3691,North Cedar,2013,67,10,14,27,0,2,11,0,3,0
57,10,3715,Linn-Mar,2013,412,63,188,95,0,9,17,0,4,36
57,10,3744,Lisbon,2013,46,8,10,20,0,0,6,0,2,0
43,13,3798,Logan-Magnolia,2013,45,5,18,17,0,1,2,0,2,0
52,10,3816,Lone Tree,2013,30,4,4,15,0,0,5,1,1,0
58,9,3841,Louisa-Muscatine,2013,54,5,10,24,0,4,9,0,2,0
55,5,3897,LuVerne,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50,11,3906,Lynnville-Sully,2013,40,9,14,9,0,1,6,0,1,0
8,11,3942,Madrid,2013,43,1,8,27,1,0,4,0,2,0
65,13,3978,East Mills,2013,34,7,3,14,0,5,3,1,1,0
13,5,4023,Manson Northwest Webster,2013,59,3,10,36,0,3,0,0,6,1
67,12,4033,Maple Valley-Anthon Oto,2013,64,15,6,24,0,5,5,0,9,0
49,9,4041,Maquoketa,2013,119,22,21,32,1,5,22,0,7,9
28,1,4043,Maquoketa Valley,2013,55,5,22,17,0,3,7,0,0,1
18,12,4068,Marcus-Meriden-Cleghorn,2013,26,3,9,10,0,1,1,0,2,0
57,10,4086,Marion Independent,2013,131,19,26,61,0,2,17,0,3,3
64,7,4104,Marshalltown,2013,359,25,60,176,1,4,22,0,3,68
91,11,4122,Martensdale-St Marys,2013,34,6,11,12,0,0,2,0,2,1
17,7,4131,Mason City,2013,261,25,51,124,1,6,25,1,11,17
84,12,4149,MOC-Floyd Valley,2013,107,38,25,29,0,5,6,0,3,1
29,15,4203,Mediapolis,2013,54,2,15,23,0,1,10,0,3,0
63,11,4212,Melcher-Dallas,2013,14,0,3,8,0,0,3,0,0,0
53,10,4269,Midland,2013,32,4,2,11,0,1,8,0,1,5
92,10,4271,Mid-Prairie,2013,90,10,21,20,3,6,17,0,3,10
43,13,4356,Missouri Valley,2013,62,12,12,17,0,2,8,1,4,6
22,1,4419,MFL MarMac,2013,54,6,10,22,0,1,9,0,2,4
79,7,4437,Montezuma,2013,40,7,6,15,1,1,6,0,2,2
53,10,4446,Monticello,2013,77,8,15,26,8,0,9,0,0,11
4,15,4491,Moravia,2013,22,3,1,16,0,0,2,0,0,0
93,13,4505,Mormon Trail,2013,12,1,1,6,1,2,0,0,0,1
58,15,4509,Morning Sun,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,15,4518,Moulton-Udell,2013,10,0,0,8,0,1,1,0,0,0
80,13,4527,Mount Ayr,2013,48,3,7,23,0,3,12,0,0,0
44,15,4536,Mount Pleasant,2013,142,21,24,56,0,7,10,0,4,20
57,10,4554,Mount Vernon,2013,84,19,35,22,0,0,6,0,2,0
20,13,4572,Murray,2013,22,4,9,4,0,0,1,0,1,3
70,9,4581,Muscatine,2013,325,55,79,121,6,14,12,0,6,32
19,7,4599,Nashua-Plainfield,2013,47,6,10,23,1,3,4,0,0,0
85,11,4617,Nevada,2013,85,9,25,27,0,0,15,0,4,5
11,5,4644,Newell-Fonda,2013,28,11,5,9,0,0,3,0,0,0
19,1,4662,New Hampton,2013,81,2,28,34,1,1,6,0,0,9
44,15,4689,New London,2013,40,5,3,15,0,3,5,0,6,3
50,11,4725,Newton,2013,198,38,43,70,0,11,23,0,5,8
98,7,4772,Central Springs,2013,67,5,4,46,1,1,7,0,3,0
23,9,4773,Northeast,2013,80,13,14,40,2,1,9,0,0,1
33,1,4774,North Fayette,2013,85,19,18,33,0,6,6,0,3,0
40,5,4775,Northeast Hamilton,2013,19,0,19,0,0,0,0,0,0,0
62,15,4776,North Mahaska,2013,39,12,12,10,0,1,1,0,2,1
57,10,4777,North Linn,2013,41,7,9,19,0,2,2,0,1,1
55,5,4778,North Kossuth,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
77,11,4779,North Polk,2013,97,26,25,37,1,2,6,0,0,0
82,9,4784,North Scott,2013,197,39,36,69,0,3,21,0,9,20
86,7,4785,North Tama County,2013,27,2,9,13,0,0,0,0,2,1
96,1,4787,North Winneshiek,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
98,7,4788,Northwood-Kensett,2013,36,2,13,18,0,0,0,0,2,1
91,11,4797,Norwalk,2013,175,25,56,68,0,1,6,0,6,13
81,5,4860,Odebolt-Arthur,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33,1,4869,Oelwein,2013,87,8,19,35,3,0,10,0,2,10
8,11,4878,Ogden,2013,55,0,19,24,0,2,2,0,0,8
30,5,4890,Okoboji,2013,54,7,17,19,1,0,5,0,1,4
53,10,4905,Olin Consolidated,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,13,4978,Orient-Macksburg,2013,12,1,0,10,0,0,0,0,0,1
66,7,4995,Osage,2013,80,7,30,24,1,4,10,0,2,2
62,15,5013,Oskaloosa,2013,145,33,36,59,2,3,10,0,2,0
90,15,5049,Ottumwa,2013,307,23,46,140,1,12,48,0,9,28
39,11,5121,Panorama,2013,64,13,17,24,1,1,3,0,2,3
37,5,5139,Paton-Churdan,2013,9,0,2,5,0,0,0,0,2,0
50,11,5160,PCM,2013,64,12,13,23,0,3,8,0,3,2
54,15,5163,Pekin,2013,50,6,7,33,0,0,3,0,0,1
63,11,5166,Pella,2013,147,39,41,41,0,7,11,0,1,7
25,11,5184,Perry,2013,137,9,27,80,0,1,13,2,3,2
82,9,5250,Pleasant Valley,2013,300,60,138,62,2,7,20,0,5,6
63,11,5256,Pleasantville,2013,48,8,5,26,2,0,5,0,2,0
76,5,5283,Pocahontas Area,2013,44,2,14,24,0,2,1,0,1,0
3,1,5310,Postville,2013,39,1,11,21,0,0,5,0,1,0
94,5,5325,Prairie Valley,2013,40,3,5,27,0,0,2,0,3,0
2,13,5328,Prescott,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69,13,5463,Red Oak,2013,86,5,13,35,4,3,10,0,1,15
75,12,5486,Remsen-Union,2013,28,1,8,15,0,0,2,0,2,0
45,1,5508,Riceville,2013,22,0,6,10,0,2,4,0,0,0
78,13,5510,Riverside,2013,47,13,7,15,0,3,4,0,5,0
84,12,5607,Rock Valley,2013,46,8,5,17,0,4,8,0,1,3
13,5,5625,Rockwell City-Lytton,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
85,11,5643,Roland-Story,2013,70,14,19,24,0,1,6,0,3,3
34,7,5697,Rudd-Rockford-Marble Rk,2013,35,2,10,16,2,0,1,0,3,1
74,5,5724,Ruthven-Ayrshire,2013,18,0,3,13,0,0,0,0,1,1
66,7,5751,St Ansgar,2013,54,2,10,29,2,3,5,0,0,3
77,11,5805,Saydel,2013,96,13,20,26,1,2,13,0,4,17
81,5,5823,Schaller-Crestland,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,12,5832,Schleswig,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55,5,5868,Sentral,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
97,12,5877,Sergeant Bluff-Luton,2013,109,16,44,34,1,1,2,0,6,5
93,15,5895,Seymour,2013,13,1,0,9,0,1,1,0,1,0
17,7,5922,West Fork CSD,2013,55,6,8,23,2,0,12,0,0,4
71,12,5949,Sheldon,2013,67,13,27,20,0,3,3,0,1,0
73,13,5976,Shenandoah,2013,74,8,15,21,0,2,23,0,2,3
72,12,5994,Sibley-Ocheyedan,2013,53,11,19,15,1,0,3,0,1,3
36,13,6003,Sidney,2013,29,1,9,15,0,1,2,0,1,0
54,15,6012,Sigourney,2013,42,4,6,18,0,2,6,0,2,4
84,12,6030,Sioux Center,2013,72,17,22,20,0,2,8,0,2,1
11,5,6035,Sioux Central,2013,63,9,14,33,0,1,5,0,0,1
97,12,6039,Sioux City,2013,843,96,208,292,10,22,80,2,34,99
13,5,6091,Southern Cal,2013,58,8,9,25,1,0,8,0,5,2
52,10,6093,Solon,2013,138,16,54,38,0,0,1,0,2,27
91,11,6094,Southeast Warren,2013,38,2,8,13,2,2,2,0,0,9
40,5,6095,South Hamilton,2013,57,7,14,29,3,0,3,0,0,1
94,5,6096,Southeast Webster Grand,2013,38,5,0,25,0,1,4,0,0,3
73,13,6097,South Page,2013,12,0,0,9,0,0,1,0,2,0
86,7,6098,South Tama County,2013,95,7,19,37,1,4,23,0,4,0
71,12,6099,South O'Brien,2013,53,5,18,23,0,2,4,0,1,0
96,1,6100,South Winneshiek,2013,69,20,17,23,1,0,7,0,1,0
77,11,6101,Southeast Polk,2013,479,60,117,161,6,8,41,0,16,70
21,5,6102,Spencer,2013,140,13,43,52,0,2,9,0,9,12
30,5,6120,Spirit Lake,2013,85,12,32,21,0,0,11,0,3,6
57,10,6138,Springville,2013,27,6,5,11,0,0,4,0,1,0
69,13,6165,Stanton,2013,16,0,5,8,0,0,3,0,0,0
33,1,6175,Starmont,2013,35,3,12,14,1,1,3,0,0,1
11,5,6219,Storm Lake,2013,121,18,18,44,2,1,34,2,2,0
40,5,6246,Stratford,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39,11,6264,West Central Valley,2013,64,7,9,27,0,5,14,0,2,0
9,7,6273,Sumner,2013,54,12,13,17,1,0,8,0,1,2
16,10,6408,Tipton,2013,71,13,27,15,0,2,8,0,2,4
55,5,6417,Titonka Consolidated,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
78,13,6453,Treynor,2013,50,8,16,24,0,1,1,0,0,0
78,13,6460,Tri-Center,2013,55,7,17,19,0,2,5,0,5,0
54,15,6462,Tri-County,2013,24,3,1,17,1,1,1,0,0,0
9,7,6471,Tripoli,2013,26,3,5,8,0,1,1,0,1,7
96,1,6509,Turkey Valley,2013,30,2,11,11,0,0,6,0,0,0
63,11,6512,Twin Cedars,2013,41,2,5,23,2,1,8,0,0,0
46,5,6516,Twin Rivers,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
78,13,6534,Underwood,2013,48,6,15,22,0,1,2,0,2,0
7,7,6536,Union,2013,92,10,32,35,0,2,4,0,2,7
8,11,6561,United,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
77,11,6579,Urbandale,2013,297,54,83,110,2,8,28,1,3,8
33,1,6591,Valley,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
89,15,6592,Van Buren,2013,49,1,12,20,1,0,7,0,3,5
25,11,6615,Van Meter,2013,53,12,22,10,1,1,5,0,2,0
17,7,6633,Ventura,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69,13,6651,Villisca,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,10,6660,Vinton-Shellsburg,2013,98,12,19,48,0,3,12,0,2,2
44,15,6700,Waco,2013,29,3,4,12,2,1,7,0,0,0
81,5,6741,East Sac County,2013,93,11,17,43,1,0,17,1,3,0
78,13,6750,Walnut,2013,7,1,1,3,0,1,1,0,0,0
58,15,6759,Wapello,2013,64,5,7,32,0,2,12,0,2,4
9,7,6762,Wapsie Valley,2013,59,9,11,23,0,0,13,0,1,2
92,10,6768,Washington,2013,134,13,34,55,0,2,28,0,2,0
7,7,6795,Waterloo,2013,560,29,169,211,10,10,36,1,15,79
25,11,6822,Waukee,2013,475,79,205,102,5,2,74,2,6,0
9,7,6840,Waverly-Shell Rock,2013,174,38,51,56,0,1,23,0,2,3
93,15,6854,Wayne,2013,46,8,5,18,0,3,6,0,3,3
40,5,6867,Webster City,2013,119,5,29,45,3,0,31,0,5,1
74,5,6921,West Bend-Mallard,2013,25,1,7,9,1,0,4,0,1,2
16,10,6930,West Branch,2013,66,3,17,35,0,1,7,0,1,2
29,15,6937,West Burlington Ind,2013,48,2,7,33,0,3,2,0,1,0
33,1,6943,West Central,2013,28,6,8,10,0,0,3,0,1,0
28,1,6950,West Delaware County,2013,117,23,41,32,0,4,10,0,3,4
77,11,6957,West Des Moines,2013,673,115,272,176,0,11,29,0,16,54
31,1,6961,Western Dubuque,2013,256,44,70,77,0,5,29,0,3,28
43,13,6969,West Harrison,2013,32,2,10,16,0,1,2,0,1,0
70,9,6975,West Liberty,2013,80,6,16,45,3,0,7,0,1,2
60,12,6983,West Lyon,2013,54,10,16,19,2,2,4,0,1,0
64,7,6985,West Marshall,2013,64,5,5,39,0,2,9,0,1,3
67,12,6987,West Monona,2013,34,5,9,10,1,0,6,0,3,0
84,12,6990,West Sioux,2013,32,1,9,15,0,0,7,0,0,0
97,12,6992,Westwood,2013,33,2,6,18,0,0,3,0,3,1
67,12,7002,Whiting,2013,17,0,4,8,0,3,0,0,1,1
48,10,7029,Williamsburg,2013,100,17,33,35,0,3,7,0,2,3
70,9,7038,Wilton,2013,59,11,11,25,1,2,7,0,2,0
44,15,7047,Winfield-Mt Union,2013,31,5,13,6,0,0,3,0,2,2
61,11,7056,Winterset,2013,133,17,38,46,0,0,20,0,6,6
43,13,7092,Woodbine,2013,41,13,8,16,0,3,1,0,0,0
