County,AEA,District,District.Name,Graduation.Year,Diploma.Count,Private.4-Year.College,Public.4-Year.College,Private.2-Year.College,Community.College,Other.Training,Employment,Homemaker,Military,Unknown
85,11,472,Ballard,2015,111,17,36,39,0,4,6,2,2,5
47,12,504,Battle Creek-Ida Grove,2015,50,8,10,20,1,1,8,0,2,0
50,11,513,Baxter,2015,32,6,10,10,0,0,4,0,1,1
38,7,540,BCLUW,2015,51,5,13,24,0,2,6,0,1,0
87,13,549,Bedford,2015,42,8,13,10,0,1,8,0,0,2
6,10,576,Belle Plaine,2015,31,3,9,12,0,2,4,0,0,1
49,9,585,Bellevue,2015,51,8,7,22,0,2,8,0,4,0
99,7,594,Belmond-Klemme,2015,47,2,10,25,0,0,4,0,2,4
16,9,603,Bennett,2015,,,,,,,,,,
6,10,609,Benton,2015,98,18,31,35,0,0,11,0,2,1
82,9,621,Bettendorf,2015,364,42,132,121,1,8,16,0,10,34
90,15,657,Eddyville-Blakesburg-,2015,45,2,4,22,2,0,2,0,2,11
77,11,720,Bondurant-Farrar,2015,117,12,35,45,1,1,17,1,4,1
8,11,729,Boone,2015,175,14,36,59,0,6,22,1,5,32
84,12,747,Boyden-Hull,2015,42,17,4,11,0,0,9,0,0,1
41,7,819,West Hancock,2015,37,6,9,13,1,1,6,0,1,0
79,7,846,Brooklyn-Guernsey-Malcom,2015,53,9,7,24,0,3,8,0,1,1
95,7,873,North Iowa,2015,29,5,7,9,1,2,3,0,2,0
29,15,882,Burlington,2015,201,4,36,100,2,12,20,0,4,23
15,13,914,CAM,2015,75,6,12,40,3,3,5,0,2,4
35,7,916,CAL,2015,15,1,2,8,0,2,1,1,0,0
23,9,918,Calamus-Wheatland,2015,37,4,9,16,0,1,1,0,0,6
23,9,936,Camanche,2015,83,8,20,38,1,9,6,0,1,0
90,15,977,Cardinal,2015,46,0,5,14,0,0,14,2,2,9
91,11,981,Carlisle,2015,156,25,32,75,1,5,12,1,5,0
14,11,999,Carroll,2015,108,12,37,44,0,2,6,0,7,0
7,7,1044,Cedar Falls,2015,398,45,169,128,1,9,28,0,12,6
57,10,1053,Cedar Rapids,2015,1049,136,307,395,0,20,89,1,29,72
57,10,1062,Center Point-Urbana,2015,103,15,40,32,0,1,13,0,2,0
4,15,1071,Centerville,2015,88,6,25,32,0,0,1,0,1,23
56,15,1079,Central Lee,2015,76,2,10,37,0,1,19,0,4,3
22,1,1080,Central,2015,35,3,10,14,0,0,6,0,2,0
23,9,1082,Central DeWitt,2015,124,14,33,42,0,10,11,0,9,5
57,10,1089,Central City,2015,39,4,13,13,0,0,7,0,0,2
27,13,1093,Central Decatur,2015,44,4,4,20,0,3,12,0,1,0
60,12,1095,Central Lyon,2015,42,5,15,11,0,1,10,0,0,0
59,15,1107,Chariton,2015,103,5,18,40,2,12,19,0,5,2
34,7,1116,Charles City,2015,113,10,31,42,0,6,14,0,2,8
24,12,1134,Charter Oak-Ute,2015,19,2,5,9,0,0,3,0,0,0
18,12,1152,Cherokee,2015,71,10,23,22,0,2,8,0,3,3
73,13,1197,Clarinda,2015,90,1,21,32,0,6,27,0,2,1
99,5,1206,Clarion-Goldfield-Dows,2015,52,4,13,28,0,1,4,0,1,1
20,13,1211,Clarke,2015,79,7,15,41,0,2,11,0,3,0
12,7,1215,Clarksville,2015,22,1,5,14,0,0,0,0,0,2
21,5,1218,Clay Central-Everly,2015,19,1,5,12,0,0,1,0,0,0
52,10,1221,Clear Creek Amana,2015,120,22,34,46,0,1,13,0,3,1
17,7,1233,Clear Lake,2015,99,13,15,55,0,1,12,0,2,1
23,9,1278,Clinton,2015,252,26,41,116,0,16,43,0,10,0
50,11,1332,Colfax-Mingo,2015,43,7,8,15,0,3,10,0,0,0
57,10,1337,College,2015,292,47,92,121,0,7,4,0,1,20
85,11,1350,Collins-Maxwell,2015,23,2,7,7,0,0,3,0,4,0
85,11,1359,Colo-NESCO,2015,28,11,5,9,0,0,1,0,1,1
58,9,1368,Columbus,2015,55,0,14,20,1,7,12,0,0,1
14,11,1413,Coon Rapids-Bayard,2015,25,4,3,16,0,0,2,0,0,0
2,13,1431,Corning,2015,45,2,9,25,0,1,7,0,1,0
78,13,1476,Council Bluffs,2015,544,24,93,244,1,8,88,2,21,63
88,13,1503,Creston,2015,121,9,28,55,0,1,25,0,2,1
25,11,1576,Dallas Center-Grimes,2015,166,24,61,63,0,2,14,0,2,0
29,15,1602,Danville,2015,48,3,5,28,0,1,8,1,2,0
82,9,1611,Davenport,2015,970,78,232,380,4,42,104,0,29,101
26,15,1619,Davis County,2015,89,9,26,41,0,6,4,0,3,0
96,1,1638,Decorah Community,2015,156,38,45,50,0,0,10,0,6,7
23,9,1675,Delwood,2015,,,,,,,,,,
24,12,1701,Denison,2015,188,13,32,80,2,3,51,0,5,2
9,7,1719,Denver,2015,53,12,29,8,0,0,1,0,1,2
77,11,1737,Des Moines Independent,2015,1875,35,470,535,11,88,145,7,48,536
80,13,1782,Diagonal,2015,5,1,0,3,0,1,0,0,0,0
38,7,1791,Dike-New Hartford,2015,64,5,24,27,0,1,5,0,2,0
31,1,1863,Dubuque,2015,750,107,212,267,3,13,126,0,21,1
7,7,1908,Dunkerton,2015,34,3,10,17,2,0,1,0,1,0
43,13,1917,Boyer Valley,2015,22,2,10,8,0,0,2,0,0,0
16,9,1926,Durant,2015,58,8,22,24,0,0,4,0,0,0
99,5,1944,Eagle Grove,2015,45,2,11,24,1,0,3,0,0,4
61,11,1953,Earlham,2015,43,9,9,18,0,0,4,0,2,1
10,7,1963,East Buchanan,2015,41,4,14,12,0,0,9,1,1,0
49,9,1965,Easton Valley,2015,32,3,13,8,0,2,4,0,0,2
64,7,1968,East Marshall,2015,67,5,7,44,0,4,4,0,0,3
88,13,1970,East Union,2015,38,5,4,23,0,0,3,1,2,0
3,1,1972,Eastern Allamakee,2015,25,0,4,15,1,0,4,0,1,0
97,12,1975,River Valley,2015,26,3,7,12,0,0,2,0,2,0
28,1,1989,Edgewood-Colesburg,2015,42,6,9,15,0,4,8,0,0,0
42,7,2007,Eldora-New Providence,2015,61,3,14,17,1,4,11,0,7,4
74,5,2088,Emmetsburg,2015,59,4,13,32,0,0,6,0,3,1
48,10,2097,English Valleys,2015,33,0,10,11,0,0,11,0,1,0
73,13,2113,Essex,2015,16,1,6,6,0,0,2,0,1,0
32,5,2124,Estherville Lincoln,2015,87,7,8,43,0,3,20,0,3,3
83,11,2151,Exira-Elk Horn-,2015,22,4,4,8,0,1,3,0,2,0
51,15,2169,Fairfield,2015,119,14,31,50,0,3,15,0,0,6
36,13,2205,Farragut,2015,25,4,3,10,0,5,2,0,1,0
95,7,2295,Forest City,2015,80,16,22,22,0,6,13,0,0,1
94,5,2313,Fort Dodge,2015,244,8,38,147,0,2,37,1,1,10
56,15,2322,Fort Madison,2015,160,13,18,73,0,4,38,3,5,6
36,13,2369,Fremont-Mills,2015,32,2,9,10,0,3,4,0,3,1
47,12,2376,Galva-Holstein,2015,66,6,24,22,0,2,3,1,1,7
41,7,2403,Garner-Hayfield-Ventura,2015,93,6,29,48,0,2,7,0,0,1
60,12,2457,George-Little Rock,2015,38,5,3,20,0,0,8,0,2,0
85,11,2466,Gilbert,2015,95,16,52,16,0,1,5,0,2,3
46,5,2493,Gilmore City-Bradgate,2015,,,,,,,,,,
38,7,2502,Gladbrook-Reinbeck,2015,40,3,9,23,0,1,2,0,0,2
65,13,2511,Glenwood,2015,153,12,53,44,0,3,21,0,4,16
14,11,2520,Glidden-Ralston,2015,31,7,7,12,0,0,5,0,0,0
74,5,2556,Graettinger-Terril,2015,21,0,9,11,0,0,0,0,1,0
1,13,2673,Nodaway Valley,2015,44,6,9,14,0,3,7,1,0,4
86,7,2682,GMG,2015,27,0,6,14,0,2,4,0,1,0
79,7,2709,Grinnell-Newburg,2015,108,28,24,38,1,5,4,0,3,5
15,13,2718,Griswold,2015,32,2,12,10,0,1,4,0,2,1
38,7,2727,Grundy Center,2015,54,6,14,20,0,2,9,0,1,2
39,11,2754,Guthrie Center,2015,29,3,7,13,1,0,4,0,1,0
22,1,2763,Clayton Ridge,2015,56,5,17,20,1,0,12,0,1,0
48,10,2766,H-L-V,2015,31,7,4,10,1,0,7,0,2,0
36,13,2772,Hamburg,2015,,,,,,,,,,
35,7,2781,Hampton-Dumont,2015,83,9,26,35,0,0,6,0,0,7
83,13,2826,Harlan,2015,133,13,60,41,0,3,14,0,1,1
89,15,2834,Harmony,2015,21,1,1,13,0,0,5,0,0,1
30,5,2846,Harris-Lake Park,2015,24,3,4,11,1,2,1,0,2,0
71,12,2862,Hartley-Melvin-Sanborn,2015,46,4,11,19,0,2,0,0,2,8
92,10,2977,Highland,2015,37,4,7,16,0,0,2,0,3,5
75,12,2988,Hinton,2015,58,12,24,20,0,0,2,0,0,0
45,1,3029,Howard-Winneshiek,2015,97,8,35,34,0,2,13,0,2,3
42,7,3033,Hubbard-Radcliffe,2015,,,,,,,,,,
7,7,3042,Hudson,2015,57,11,23,22,0,0,1,0,0,0
46,5,3060,Humboldt,2015,94,10,25,40,0,3,10,0,5,1
10,7,3105,Independence,2015,105,8,36,41,0,2,9,0,1,8
91,11,3114,Indianola,2015,283,38,74,104,2,9,24,0,7,25
61,11,3119,Interstate 35,2015,62,11,7,21,0,3,10,0,5,5
52,10,3141,Iowa City,2015,881,123,366,227,5,19,36,2,17,86
42,7,3150,Iowa Falls,2015,85,8,15,45,0,0,14,1,1,1
48,10,3154,Iowa Valley,2015,37,3,11,16,1,0,4,0,2,0
24,13,3168,IKM-Manning,2015,51,8,16,21,0,1,3,0,1,1
9,7,3186,Janesville Consolidated,2015,26,7,10,8,0,0,0,0,1,0
37,5,3195,Greene County,2015,96,4,27,43,0,2,16,0,3,1
10,7,3204,Jesup,2015,51,2,16,25,0,0,2,1,1,4
77,11,3231,Johnston,2015,481,64,210,149,1,8,32,0,2,15
56,15,3312,Keokuk,2015,129,2,42,44,3,1,19,1,5,12
54,15,3330,Keota,2015,16,2,10,3,0,0,0,0,0,1
75,12,3348,Kingsley-Pierson,2015,46,11,13,12,0,0,3,0,5,2
63,11,3375,Knoxville,2015,144,2,32,62,2,2,16,0,2,26
95,7,3420,Lake Mills,2015,47,7,8,24,0,0,4,0,3,1
27,13,3465,Lamoni,2015,14,4,7,2,0,0,1,0,0,0
76,5,3537,Laurens-Marathon,2015,21,2,2,9,1,0,0,0,2,5
97,12,3555,Lawton-Bronson,2015,46,7,15,18,0,2,2,0,1,1
75,12,3600,Le Mars,2015,158,15,53,56,0,4,12,0,8,10
87,13,3609,Lenox,2015,29,1,8,11,1,3,5,0,0,0
78,13,3645,Lewis Central,2015,220,18,72,81,0,11,25,2,6,5
16,10,3691,North Cedar,2015,54,9,12,21,0,3,5,0,4,0
57,10,3715,Linn-Mar,2015,461,57,215,139,4,4,17,0,5,20
57,10,3744,Lisbon,2015,38,13,8,13,0,0,2,0,1,1
43,13,3798,Logan-Magnolia,2015,42,6,13,15,0,1,5,0,2,0
52,10,3816,Lone Tree,2015,27,5,11,8,0,0,3,0,0,0
58,9,3841,Louisa-Muscatine,2015,63,3,14,32,2,0,9,0,3,0
55,5,3897,LuVerne,2015,,,,,,,,,,
50,11,3906,Lynnville-Sully,2015,31,7,4,13,2,0,4,0,0,1
8,11,3942,Madrid,2015,50,10,12,17,0,0,9,0,1,1
65,13,3978,East Mills,2015,41,5,7,13,0,3,5,0,4,4
13,5,4023,Manson Northwest Webster,2015,55,6,18,29,0,1,1,0,0,0
67,12,4033,Maple Valley-Anthon Oto,2015,44,4,8,18,0,0,10,0,3,1
49,9,4041,Maquoketa,2015,125,11,33,35,1,5,30,0,4,6
28,1,4043,Maquoketa Valley,2015,61,8,22,23,1,0,7,0,0,0
18,12,4068,Marcus-Meriden-Cleghorn,2015,29,5,15,7,0,0,0,0,0,2
57,10,4086,Marion Independent,2015,133,12,34,58,0,4,18,0,5,1
64,7,4104,Marshalltown,2015,308,20,64,136,5,4,22,0,4,53
91,11,4122,Martensdale-St Marys,2015,34,6,8,15,0,1,3,1,0,0
17,7,4131,Mason City,2015,254,28,53,107,3,4,13,0,10,36
84,12,4149,MOC-Floyd Valley,2015,108,28,23,25,0,2,18,0,0,12
29,15,4203,Mediapolis,2015,72,10,16,33,1,1,9,0,2,0
63,11,4212,Melcher-Dallas,2015,15,1,1,6,0,0,6,0,0,1
53,10,4269,Midland,2015,27,6,0,14,0,0,5,0,0,2
92,10,4271,Mid-Prairie,2015,73,6,24,22,0,2,13,0,5,1
43,13,4356,Missouri Valley,2015,69,8,17,26,0,2,12,0,3,1
22,1,4419,MFL MarMac,2015,67,9,17,26,1,2,6,1,4,1
79,7,4437,Montezuma,2015,22,4,7,7,0,1,1,0,2,0
53,10,4446,Monticello,2015,82,8,34,27,0,2,2,0,1,8
4,15,4491,Moravia,2015,25,3,3,15,0,0,4,0,0,0
93,13,4505,Mormon Trail,2015,14,0,1,12,0,0,1,0,0,0
58,15,4509,Morning Sun,2015,,,,,,,,,,
4,15,4518,Moulton-Udell,2015,21,0,3,18,0,0,0,0,0,0
80,13,4527,Mount Ayr,2015,40,5,9,16,0,0,10,0,0,0
44,15,4536,Mount Pleasant,2015,159,11,48,60,0,3,16,0,6,15
57,10,4554,Mount Vernon,2015,95,33,30,19,0,4,7,0,2,0
20,13,4572,Murray,2015,25,2,4,11,0,0,3,0,0,5
70,9,4581,Muscatine,2015,303,22,85,114,1,8,19,0,8,46
9,7,4599,Nashua-Plainfield,2015,49,12,10,21,0,0,2,0,1,3
85,11,4617,Nevada,2015,105,14,31,26,0,2,26,0,6,0
11,5,4644,Newell-Fonda,2015,34,3,14,14,0,0,3,0,0,0
19,1,4662,New Hampton,2015,76,11,13,40,0,0,7,0,3,2
44,15,4689,New London,2015,42,4,9,18,0,0,3,0,1,7
50,11,4725,Newton,2015,189,26,43,54,4,4,47,0,6,5
98,7,4772,Central Springs,2015,57,3,8,39,0,1,5,0,1,0
23,9,4773,Northeast,2015,76,15,15,26,1,1,15,0,3,0
33,1,4774,North Fayette,2015,79,11,23,32,0,1,6,0,4,2
40,5,4775,Northeast Hamilton,2015,,,,,,,,,,
62,15,4776,North Mahaska,2015,30,8,8,7,0,0,6,0,0,1
57,10,4777,North Linn,2015,45,5,14,15,1,0,9,0,1,0
55,5,4778,North Kossuth,2015,,,,,,,,,,
77,11,4779,North Polk,2015,86,14,24,35,0,1,9,0,2,1
82,9,4784,North Scott,2015,223,25,74,82,1,5,17,0,7,12
86,7,4785,North Tama County,2015,35,2,9,14,0,0,4,0,4,2
96,1,4787,North Winneshiek,2015,,,,,,,,,,
98,7,4788,Northwood-Kensett,2015,48,3,14,22,0,3,5,0,1,0
91,11,4797,Norwalk,2015,211,11,88,69,0,6,16,0,9,12
81,5,4860,Odebolt-Arthur,2015,,,,,,,,,,
33,1,4869,Oelwein,2015,82,10,22,25,0,2,9,0,1,13
8,11,4878,Ogden,2015,53,6,17,19,0,2,7,0,2,0
30,5,4890,Okoboji,2015,62,14,14,19,0,4,8,0,2,1
53,10,4905,Olin Consolidated,2015,,,,,,,,,,
1,13,4978,Orient-Macksburg,2015,10,0,0,8,1,0,1,0,0,0
66,7,4995,Osage,2015,74,2,30,31,0,2,4,0,3,2
62,15,5013,Oskaloosa,2015,135,41,40,40,0,1,7,0,6,0
90,15,5049,Ottumwa,2015,273,25,26,134,0,3,29,2,11,43
39,11,5121,Panorama,2015,66,9,14,22,1,2,9,0,1,8
37,5,5139,Paton-Churdan,2015,14,2,2,6,0,1,1,0,1,1
50,11,5160,PCM,2015,67,9,19,19,0,1,14,0,3,2
54,15,5163,Pekin,2015,46,6,8,32,0,0,0,0,0,0
63,11,5166,Pella,2015,157,29,63,38,0,1,16,0,5,5
25,11,5184,Perry,2015,133,9,31,62,0,4,9,0,3,15
82,9,5250,Pleasant Valley,2015,294,57,125,76,2,8,17,0,3,6
63,11,5256,Pleasantville,2015,43,7,13,12,0,3,5,0,2,1
76,5,5283,Pocahontas Area,2015,64,6,15,26,2,1,7,1,4,2
3,1,5310,Postville,2015,30,0,7,15,0,0,5,3,0,0
94,5,5325,Prairie Valley,2015,76,10,10,49,0,0,6,0,0,1
2,13,5328,Prescott,2015,,,,,,,,,,
69,13,5463,Red Oak,2015,75,2,17,42,0,0,9,0,0,5
75,12,5486,Remsen-Union,2015,24,4,6,11,0,0,2,0,1,0
45,1,5508,Riceville,2015,13,0,4,5,0,0,3,0,1,0
78,13,5510,Riverside,2015,41,7,9,18,0,2,3,0,1,1
84,12,5607,Rock Valley,2015,70,7,17,30,0,4,5,1,2,4
85,11,5643,Roland-Story,2015,66,8,27,22,0,2,5,0,2,0
34,7,5697,Rudd-Rockford-Marble Rk,2015,42,2,6,28,0,0,4,0,1,1
74,5,5724,Ruthven-Ayrshire,2015,14,0,1,2,0,0,1,0,0,10
66,7,5751,St Ansgar,2015,53,6,11,27,0,3,2,0,3,1
77,11,5805,Saydel,2015,106,21,7,42,2,0,10,0,2,22
81,5,5823,Schaller-Crestland,2015,,,,,,,,,,
24,12,5832,Schleswig,2015,,,,,,,,,,
97,12,5877,Sergeant Bluff-Luton,2015,113,19,50,29,0,1,7,0,3,4
93,15,5895,Seymour,2015,13,3,1,3,0,1,0,0,1,4
17,7,5922,West Fork CSD,2015,51,3,3,35,0,0,8,0,2,0
71,12,5949,Sheldon,2015,71,14,17,29,1,1,6,0,1,2
73,13,5976,Shenandoah,2015,86,8,17,34,0,2,19,0,6,0
72,12,5994,Sibley-Ocheyedan,2015,51,7,12,22,0,3,2,0,0,5
36,13,6003,Sidney,2015,28,0,8,11,0,1,4,0,2,2
54,15,6012,Sigourney,2015,35,4,7,20,0,1,2,0,1,0
84,12,6030,Sioux Center,2015,60,14,20,14,0,0,7,0,5,0
11,5,6035,Sioux Central,2015,44,10,10,10,0,1,3,0,3,7
97,12,6039,Sioux City,2015,873,114,205,307,13,9,102,2,18,103
13,5,6091,South Central Calhoun,2015,53,8,13,26,0,0,4,0,2,0
52,10,6093,Solon,2015,111,14,42,35,2,0,11,0,2,5
91,11,6094,Southeast Warren,2015,24,3,5,9,0,1,2,0,2,2
40,5,6095,South Hamilton,2015,50,3,10,26,0,0,4,0,1,6
94,5,6096,Southeast Webster Grand,2015,,,,,,,,,,
73,13,6097,South Page,2015,7,0,1,3,0,0,3,0,0,0
86,7,6098,South Tama County,2015,98,15,14,39,0,2,20,0,4,4
71,12,6099,South O'Brien,2015,41,2,13,12,0,3,9,0,1,1
96,1,6100,South Winneshiek,2015,57,7,15,28,0,0,6,0,1,0
77,11,6101,Southeast Polk,2015,528,50,158,184,1,6,49,0,15,65
21,5,6102,Spencer,2015,142,19,39,58,0,2,15,0,4,5
30,5,6120,Spirit Lake,2015,99,7,52,27,0,1,7,0,3,2
57,10,6138,Springville,2015,29,8,10,2,0,1,5,0,3,0
69,13,6165,Stanton,2015,15,2,4,5,0,0,4,0,0,0
33,1,6175,Starmont,2015,34,2,10,11,0,0,11,0,0,0
11,5,6219,Storm Lake,2015,164,14,41,75,0,0,26,2,5,1
40,5,6246,Stratford,2015,,,,,,,,,,
39,11,6264,West Central Valley,2015,75,5,11,32,0,2,16,0,4,5
9,7,6273,Sumner-Fredericksburg,2015,59,6,17,26,0,2,7,0,0,1
16,10,6408,Tipton,2015,58,10,22,2,16,0,4,0,3,1
78,13,6453,Treynor,2015,51,9,21,17,0,1,2,0,1,0
78,13,6460,Tri-Center,2015,46,6,15,20,0,3,2,0,0,0
54,15,6462,Tri-County,2015,19,6,2,8,0,0,3,0,0,0
9,7,6471,Tripoli,2015,39,2,7,26,0,3,0,0,1,0
96,1,6509,Turkey Valley,2015,24,2,6,12,0,0,4,0,0,0
63,11,6512,Twin Cedars,2015,35,3,1,17,0,0,14,0,0,0
46,5,6516,Twin Rivers,2015,,,,,,,,,,
78,13,6534,Underwood,2015,61,9,21,28,0,1,0,0,1,1
7,7,6536,Union,2015,81,6,23,37,0,1,5,0,2,7
8,11,6561,United,2015,,,,,,,,,,
77,11,6579,Urbandale,2015,319,48,112,109,0,4,37,0,3,6
33,1,6591,Valley,2015,,,,,,,,,,
89,15,6592,Van Buren,2015,43,2,8,24,0,0,8,0,0,1
25,11,6615,Van Meter,2015,58,13,20,17,0,2,4,0,2,0
69,13,6651,Villisca,2015,,,,,,,,,,
6,10,6660,Vinton-Shellsburg,2015,131,21,32,34,1,3,23,1,5,11
44,15,6700,Waco,2015,21,0,10,3,1,0,4,0,2,1
81,5,6741,East Sac County,2015,69,6,22,26,3,1,10,0,1,0
78,13,6750,Walnut,2015,,,,,,,,,,
58,15,6759,Wapello,2015,49,1,5,26,0,5,9,0,2,1
9,7,6762,Wapsie Valley,2015,49,10,12,18,3,2,3,0,1,0
92,10,6768,Washington,2015,105,7,34,37,0,5,14,0,2,6
7,7,6795,Waterloo,2015,637,36,182,235,6,25,34,1,14,104
25,11,6822,Waukee,2015,551,59,275,108,5,5,96,0,3,0
9,7,6840,Waverly-Shell Rock,2015,160,49,39,52,3,1,8,0,3,5
93,15,6854,Wayne,2015,21,2,6,7,2,1,3,0,0,0
40,5,6867,Webster City,2015,138,9,30,75,1,1,21,0,1,0
74,5,6921,West Bend-Mallard,2015,31,0,9,6,0,2,9,0,4,1
16,10,6930,West Branch,2015,56,8,15,26,1,0,4,0,2,0
29,15,6937,West Burlington Ind,2015,53,4,4,34,0,0,9,0,2,0
33,1,6943,West Central,2015,31,4,10,7,0,2,2,1,2,3
28,1,6950,West Delaware County,2015,121,23,35,45,0,1,4,0,5,8
77,11,6957,West Des Moines,2015,655,84,285,168,1,10,37,0,10,60
31,1,6961,Western Dubuque,2015,223,30,79,56,0,2,19,0,4,33
43,13,6969,West Harrison,2015,25,1,7,12,0,0,4,0,1,0
70,9,6975,West Liberty,2015,71,3,25,32,1,6,2,0,1,1
60,12,6983,West Lyon,2015,41,12,14,7,0,0,5,0,1,2
64,7,6985,West Marshall,2015,55,5,18,26,1,2,2,0,1,0
67,12,6987,West Monona,2015,44,3,10,18,2,1,3,0,4,3
84,12,6990,West Sioux,2015,40,4,11,16,0,0,9,0,0,0
97,12,6992,Westwood,2015,34,5,9,4,0,1,9,0,4,2
67,12,7002,Whiting,2015,12,3,4,3,0,0,2,0,0,0
48,10,7029,Williamsburg,2015,85,12,27,31,0,4,5,0,0,6
70,9,7038,Wilton,2015,50,5,8,27,0,0,8,0,2,0
44,15,7047,Winfield-Mt Union,2015,36,8,6,15,0,1,5,0,1,0
61,11,7056,Winterset,2015,129,6,43,56,0,3,10,0,3,8
43,13,7092,Woodbine,2015,24,3,10,7,0,2,1,0,1,0
97,12,7098,Woodbury Central,2015,46,5,16,17,0,3,4,0,0,1
25,11,7110,Woodward-Granger,2015,64,6,14,31,0,4,7,0,0,2
42,7,9,AGWSR Comm School District,2016,36,3,11,14,1,0,3,0,2,2
39,11,18,Adair-Casey Comm School District,2016,,,,,,,,,,
25,11,27,Adel DeSoto Minburn Comm School District,2016,118,17,40,41,0,1,13,0,4,2
75,12,63,Akron Westfield Comm School District,2016,49,5,25,10,0,2,4,0,2,1
11,5,72,Albert City-Truesdale Comm School District,2016,,,,,,,,,,
68,15,81,Albia Comm School District,2016,85,13,14,44,0,3,5,0,2,4
57,10,99,Alburnett Comm School District,2016,38,3,9,19,1,0,6,0,0,0
42,7,108,Alden Comm School District,2016,,,,,,,,,,
55,5,126,Algona Comm School District,2016,103,13,19,41,0,2,14,0,3,11
3,1,135,Allamakee Comm School District,2016,98,7,37,38,0,0,14,0,1,1
12,7,153,North Butler Comm School District,2016,37,6,6,17,0,0,7,0,1,0
11,5,171,Alta Comm School District,2016,41,8,16,11,0,2,1,0,0,3
85,11,225,Ames Comm School District,2016,279,31,155,52,1,5,0,0,5,30
53,10,234,Anamosa Comm School District,2016,83,9,17,25,0,3,20,0,3,6
49,9,243,Andrew Comm School District,2016,,,,,,,,,,
77,11,261,Ankeny Comm School District,2016,671,85,314,172,4,10,35,0,14,37
12,7,279,Aplington-Parkersburg Comm School District,2016,64,10,11,26,0,3,9,1,1,3
32,5,333,North Union Comm School District,2016,50,7,10,22,0,1,4,0,2,4
24,12,355,Ar-We-Va Comm School District,2016,17,4,4,6,0,0,2,0,1,0
15,13,387,Atlantic Comm School District,2016,105,8,31,33,0,8,18,0,7,0
5,11,414,Audubon Comm School District,2016,37,4,13,14,1,0,4,0,1,0
18,12,423,Aurelia Comm School District,2016,,,,,,,,,,
78,13,441,AHSTW Comm School District,2016,57,8,16,17,1,2,12,0,1,0
85,11,472,Ballard Comm School District,2016,133,14,41,48,1,2,8,0,2,17
47,12,504,Battle Creek-Ida Grove Comm School District,2016,53,10,11,22,0,0,8,0,0,2
50,11,513,Baxter Comm School District,2016,28,3,5,17,0,0,2,0,1,0
38,7,540,BCLUW Comm School District,2016,46,6,13,19,0,2,4,0,2,0
87,13,549,Bedford Comm School District,2016,40,3,7,11,0,2,10,0,3,4
6,10,576,Belle Plaine Comm School District,2016,32,4,5,15,0,1,4,0,2,1
49,9,585,Bellevue Comm School District,2016,47,9,10,23,0,1,3,0,1,0
99,7,594,Belmond-Klemme Comm School District,2016,63,7,11,28,2,1,11,0,0,3
16,9,603,Bennett Comm School District,2016,,,,,,,,,,
6,10,609,Benton Comm School District,2016,111,14,33,42,0,0,19,0,2,1
82,9,621,Bettendorf Comm School District,2016,369,43,121,133,1,6,33,0,10,21
90,15,657,Eddyville-Blakesburg- Fremont CSD,2016,57,6,11,22,0,1,3,0,2,12
77,11,720,Bondurant-Farrar Comm School District,2016,121,12,31,46,0,4,18,0,3,7
8,11,729,Boone Comm School District,2016,167,19,41,64,0,3,21,0,1,18
84,12,747,Boyden-Hull Comm School District,2016,42,10,10,10,0,0,11,0,1,0
41,7,819,West Hancock Comm School District,2016,43,7,4,19,0,2,6,0,5,0
79,7,846,Brooklyn-Guernsey-Malcom Comm School District,2016,41,3,9,19,1,0,1,0,0,8
95,7,873,North Iowa Comm School District,2016,35,4,13,11,0,2,5,0,0,0
29,15,882,Burlington Comm School District,2016,208,18,37,98,4,4,32,0,3,12
15,13,914,CAM Comm School District,2016,76,5,12,33,3,2,19,0,1,1
48,7,916,CAL Comm School District,2016,13,1,0,5,0,2,2,0,3,0
23,9,918,Calamus-Wheatland Comm School District,2016,40,9,9,8,0,1,1,0,3,9
23,9,936,Camanche Comm School District,2016,60,5,15,27,0,4,4,1,3,1
90,15,977,Cardinal Comm School District,2016,50,1,8,21,0,0,14,0,0,6
91,11,981,Carlisle Comm School District,2016,133,21,30,54,1,1,17,0,6,3
14,11,999,Carroll Comm School District,2016,116,16,30,50,0,3,14,0,2,1
7,7,1044,Cedar Falls Comm School District,2016,371,34,165,108,2,5,36,2,9,10
57,10,1053,Cedar Rapids Comm School District,2016,"1,068",140,291,384,0,47,98,2,29,77
57,10,1062,Center Point-Urbana Comm School District,2016,93,15,23,29,0,2,14,0,1,9
4,15,1071,Centerville Comm School District,2016,80,5,11,38,0,1,11,0,3,11
56,15,1079,Central Lee Comm School District,2016,71,4,11,38,0,0,9,0,3,6
22,1,1080,Central Comm School District,2016,29,5,3,11,0,0,10,0,0,0
23,9,1082,Central DeWitt School District,2016,117,13,37,44,1,7,3,0,5,7
57,10,1089,Central City Comm School District,2016,36,9,7,7,1,6,6,0,0,0
27,13,1093,Central Decatur Comm School District,2016,61,5,9,25,0,4,11,1,0,6
60,12,1095,Central Lyon Comm School District,2016,50,7,27,4,0,3,9,0,0,0
59,15,1107,Chariton Comm School District,2016,94,6,16,38,1,5,25,1,1,1
34,7,1116,Charles City Comm School District,2016,116,14,29,44,0,7,7,0,5,10
24,12,1134,Charter Oak-Ute Comm School District,2016,25,2,8,12,0,0,3,0,0,0
